date_mutation,valeur_fonciere,code_commune,nom_commune,surface_reelle_bati,nombre_pieces_principales,type_local,prix_m2,prix_m2_median_commune,prix_m2_moyen_commune,evolution_2022_2024_%
2022-01-28,659000.0,69168,Rochetaillée-sur-Saône,181.0,4.0,Maison,3640.8839779005525,5053.061224489796,4946.035377848575,-17.349310607309054
2022-01-14,262600.0,69034,Caluire-et-Cuire,74.0,5.0,Appartement,3548.6486486486488,4327.669902912621,4743.435694192147,-8.248797845384424
2022-01-31,445000.0,69382,Lyon 2e Arrondissement,122.0,5.0,Appartement,3647.5409836065573,5824.253731343284,6026.202426689113,-12.844490198533132
2022-01-31,322600.0,69385,Lyon 5e Arrondissement,110.0,5.0,Appartement,2932.7272727272725,4210.909090909091,4552.419692824866,-11.950275418167209
2022-01-28,370000.0,69389,Lyon 9e Arrondissement,77.0,4.0,Appartement,4805.194805194805,4189.816816816817,4239.884817563502,-8.92518467397693
2022-01-26,637580.0,69384,Lyon 4e Arrondissement,110.0,5.0,Appartement,5796.181818181818,5359.343434343435,5615.327710888151,-13.903638841768199
2022-01-26,676000.0,69381,Lyon 1er Arrondissement,120.0,5.0,Appartement,5633.333333333333,5482.020030234316,5644.792815056789,-14.381572653186195
2022-02-08,266090.0,69034,Caluire-et-Cuire,68.0,4.0,Appartement,3913.0882352941176,4327.669902912621,4743.435694192147,-8.248797845384424
2022-01-24,757981.0,69385,Lyon 5e Arrondissement,159.0,7.0,Appartement,4767.176100628931,4210.909090909091,4552.419692824866,-11.950275418167209
2022-02-10,223200.0,69389,Lyon 9e Arrondissement,70.0,4.0,Appartement,3188.5714285714284,4189.816816816817,4239.884817563502,-8.92518467397693
2022-01-20,220100.0,69034,Caluire-et-Cuire,70.0,4.0,Appartement,3144.285714285714,4327.669902912621,4743.435694192147,-8.248797845384424
2022-01-25,237000.0,69034,Caluire-et-Cuire,71.0,4.0,Appartement,3338.0281690140846,4327.669902912621,4743.435694192147,-8.248797845384424
2022-02-03,190000.0,69088,Fontaines-sur-Saône,72.0,4.0,Appartement,2638.8888888888887,2462.043378995434,2915.3043299753695,-10.945872061235645
2022-01-12,329900.0,69389,Lyon 9e Arrondissement,84.0,4.0,Appartement,3927.3809523809523,4189.816816816817,4239.884817563502,-8.92518467397693
2022-02-02,327620.0,69385,Lyon 5e Arrondissement,80.0,4.0,Appartement,4095.25,4210.909090909091,4552.419692824866,-11.950275418167209
2022-02-10,165000.0,69389,Lyon 9e Arrondissement,68.0,4.0,Appartement,2426.470588235294,4189.816816816817,4239.884817563502,-8.92518467397693
2022-01-27,670000.0,69087,Fontaines-Saint-Martin,138.0,5.0,Maison,4855.072463768116,4663.244047619048,4920.537530329489,-23.58927648578811
2022-01-19,259000.0,69034,Caluire-et-Cuire,67.0,4.0,Appartement,3865.6716417910447,4327.669902912621,4743.435694192147,-8.248797845384424
2022-02-09,219000.0,69385,Lyon 5e Arrondissement,72.0,4.0,Appartement,3041.6666666666665,4210.909090909091,4552.419692824866,-11.950275418167209
2022-02-07,398100.0,69385,Lyon 5e Arrondissement,89.0,4.0,Appartement,4473.033707865168,4210.909090909091,4552.419692824866,-11.950275418167209
