date_mutation,valeur_fonciere,code_commune,nom_commune,surface_reelle_bati,nombre_pieces_principales,type_local,prix_m2,prix_m2_median_commune,prix_m2_moyen_commune,evolution_2022_2024_%
2022-12-15,428000.0,69034,Caluire-et-Cuire,96.0,4.0,Appartement,4458.333333333333,4327.669902912621,4743.435694192147,-8.248797845384424
2022-12-22,294325.0,69204,Saint-Genis-Laval,87.0,4.0,Appartement,3383.0459770114944,4130.7692307692305,4390.296818772252,-4.818178964558449
2022-12-16,521600.0,69286,Rillieux-la-Pape,135.0,4.0,Maison,3863.703703703704,3801.4084507042253,3878.150301321122,-17.852896211992523
2022-12-29,406000.0,69385,Lyon 5e Arrondissement,95.0,5.0,Appartement,4273.684210526316,4210.909090909091,4552.419692824866,-11.950275418167209
2022-12-20,445000.0,69244,Tassin-la-Demi-Lune,87.0,4.0,Appartement,5114.942528735633,4697.213662044171,5134.910836794632,-16.144505565614185
2022-12-22,313500.0,69149,Oullins,84.0,4.0,Appartement,3732.1428571428573,3673.076923076923,4109.248751869704,-9.05750460703167
2022-12-16,350000.0,69081,Écully,122.0,6.0,Appartement,2868.8524590163934,4771.917808219178,5306.532788175912,-9.721393219311858
2022-12-19,199290.0,69034,Caluire-et-Cuire,71.0,4.0,Appartement,2806.9014084507044,4327.669902912621,4743.435694192147,-8.248797845384424
2022-12-21,242150.0,69149,Oullins,75.0,4.0,Appartement,3228.6666666666665,3673.076923076923,4109.248751869704,-9.05750460703167
2022-12-15,144000.0,69243,Tarare,74.0,5.0,Maison,1945.945945945946,2563.068181818182,3192.0539147615195,-11.965287517531559
2022-12-22,190000.0,69118,Loire-sur-Rhône,86.0,4.0,Maison,2209.3023255813955,2929.2929292929293,2953.0832162931383,-2.597402597402591
2022-12-20,220000.0,69097,Les Haies,124.0,4.0,Maison,1774.1935483870968,2834.343434343434,2873.518361379404,-7.406046532135986
2022-12-22,420000.0,69198,Saint-Étienne-la-Varenne,127.0,5.0,Maison,3307.0866141732286,3272.7272727272725,3328.171693099459,27.25198412698411
2022-12-23,249683.33,69096,Grigny,79.0,4.0,Appartement,3160.548481012658,2848.15625,2908.680929605886,-12.030075187969928
2022-12-21,115000.0,69091,Givors,62.0,4.0,Appartement,1854.8387096774193,2626.2626262626263,3084.791808814903,-21.742001234443844
2022-12-27,141000.0,69218,Saint-Lager,95.0,5.0,Maison,1484.2105263157894,2646.153846153846,2669.374389066645,32.544226151761656
2022-12-20,707000.0,69250,La Tour-de-Salvagny,134.0,7.0,Maison,5276.119402985075,4897.368421052632,5118.039549797745,-18.567328548428357
2022-12-22,342000.0,69189,Sainte-Colombe,121.0,4.0,Maison,2826.4462809917354,2920.2485501242754,3085.878637060531,-6.917917865806272
2022-12-22,303100.0,69159,Porte des Pierres Dorées,120.0,5.0,Maison,2525.8333333333335,3377.4647887323945,3507.543613515142,-11.319071241559874
2022-12-28,230000.0,69257,Vaux-en-Beaujolais,111.0,4.0,Maison,2072.072072072072,2849.642857142857,3044.377099767331,-9.318669375186008
2022-12-23,365000.0,69228,Chabanière,103.0,4.0,Appartement,3543.6893203883496,3181.818181818182,3807.472455915455,-5.184125849124068
2022-12-28,255400.0,69010,L'Arbresle,76.0,5.0,Appartement,3360.5263157894738,3031.339409003038,3446.23850367075,-11.043519387177565
2022-12-21,295000.0,69228,Chabanière,99.0,5.0,Maison,2979.7979797979797,3181.818181818182,3807.472455915455,-5.184125849124068
2022-12-19,130000.0,69066,Cours,81.0,4.0,Maison,1604.9382716049383,1600.0,1777.2292412153038,-1.3698630136986314
2022-12-30,346700.0,69264,Villefranche-sur-Saône,136.0,5.0,Maison,2549.264705882353,2697.967479674797,3188.5816986581885,-4.448551646177757
2022-12-15,213750.0,69149,Oullins,80.0,4.0,Appartement,2671.875,3673.076923076923,4109.248751869704,-9.05750460703167
2022-12-29,211510.0,69264,Villefranche-sur-Saône,79.0,4.0,Appartement,2677.3417721518986,2697.967479674797,3188.5816986581885,-4.448551646177757
2022-12-21,790000.0,69153,Poleymieux-au-Mont-d'Or,180.0,7.0,Maison,4388.888888888889,5181.386861313868,5182.56673140706,-18.13029371443957
2022-12-21,200000.0,69248,Thizy-les-Bourgs,106.0,4.0,Maison,1886.7924528301887,1732.7315541601256,1925.0520356029863,-2.823661836133281
2022-12-23,210380.0,69238,Saint-Symphorien-sur-Coise,97.0,5.0,Maison,2168.865979381443,2410.4761904761904,2601.3634726721657,-7.741580272945588
2022-12-21,351800.0,69010,L'Arbresle,103.0,4.0,Maison,3415.5339805825242,3031.339409003038,3446.23850367075,-11.043519387177565
2022-12-21,470000.0,69175,Savigny,126.0,5.0,Maison,3730.15873015873,3364.179104477612,3251.3562096819383,-24.833667083854813
2022-12-30,880000.0,69191,Saint-Cyr-au-Mont-d'Or,237.0,8.0,Maison,3713.0801687763715,6152.010847614102,6618.614005971004,-9.788593763373363
2022-12-21,200000.0,69389,Lyon 9e Arrondissement,67.0,4.0,Appartement,2985.0746268656717,4189.816816816817,4239.884817563502,-8.92518467397693
2022-12-21,294400.0,69034,Caluire-et-Cuire,72.0,4.0,Appartement,4088.8888888888887,4327.669902912621,4743.435694192147,-8.248797845384424
2022-12-23,280000.0,69065,Corcelles-en-Beaujolais,94.0,4.0,Maison,2978.723404255319,2951.814058956916,3072.997195180872,-0.6559766763848321
2022-12-30,375000.0,69009,Anse,98.0,4.0,Maison,3826.530612244898,3449.699728787292,3944.3572581167655,-14.667714941997605
2022-12-19,920000.0,69194,Saint-Didier-au-Mont-d'Or,150.0,6.0,Maison,6133.333333333333,6746.799431009957,6988.041733071504,-6.739448361280495
2022-12-28,261250.0,69385,Lyon 5e Arrondissement,65.0,4.0,Appartement,4019.230769230769,4210.909090909091,4552.419692824866,-11.950275418167209
2022-12-22,288000.0,69091,Givors,180.0,6.0,Maison,1600.0,2626.2626262626263,3084.791808814903,-21.742001234443844
2022-12-29,220000.0,69389,Lyon 9e Arrondissement,67.0,4.0,Appartement,3283.582089552239,4189.816816816817,4239.884817563502,-8.92518467397693
