code_commune,nb_ventes,prix_median,prix_moyen,surface_moyenne,pieces_moyennes
69156,92,525000.0,533410.0,98.0,2.0
69157,241,228000.0,245506.0,86.0,1.0
69159,275,260000.0,290027.0,78.0,1.0
69160,147,170000.0,174311.0,82.0,1.0
69161,37,22000.0,68229.0,75.0,1.0
69162,118,43513.0,102552.0,77.0,1.0
69163,128,295000.0,339784.0,82.0,1.0
69164,77,76000.0,106992.0,76.0,1.0
69165,116,81300.0,177771.0,75.0,1.0
69166,19,395850.0,289960.0,72.0,1.0
69167,25,26500.0,30186.0,68.0,0.0
69168,55,615000.0,555623.0,86.0,2.0
69169,26,15000.0,97423.0,75.0,0.0
69170,38,67500.0,159431.0,76.0,1.0
69171,103,270000.0,337735.0,75.0,1.0
69172,57,185000.0,206146.0,85.0,1.0
69173,33,230000.0,225981.0,81.0,2.0
69174,47,71000.0,82189.0,72.0,0.0
69175,113,324000.0,321010.0,184.0,1.0
69176,213,300000.0,333000.0,73.0,1.0
69177,59,245760.0,275025.0,83.0,1.0
69178,31,162000.0,140750.0,80.0,0.0
69179,141,288400.0,284070.0,84.0,1.0
69180,21,19400.0,85803.0,75.0,1.0
69181,22,65000.0,48335.0,66.0,0.0
69182,100,28763.0,45368.0,69.0,0.0
69183,74,30000.0,91716.0,77.0,1.0
69184,39,112195.0,120980.0,81.0,1.0
69186,20,4669.0,28525.0,68.0,0.0
69187,16,60000.0,89883.0,94.0,0.0
69188,88,65000.0,118488.0,69.0,1.0
69189,99,230000.0,289443.0,79.0,2.0
69190,100,405000.0,539218.0,133.0,1.0
69191,281,727500.0,819268.0,101.0,2.0
69192,13,12000.0,31491.0,75.0,0.0
69193,57,350000.0,374922.0,108.0,2.0
69194,291,731590.0,846023.0,90.0,2.0
69196,34,83000.0,128615.0,90.0,1.0
69197,137,201000.0,206699.0,82.0,1.0
69198,61,136100.0,216672.0,73.0,1.0
69199,466,150000.0,392278.0,78.0,1.0
69200,86,366500.0,288436.0,78.0,1.0
69201,87,164080.0,192055.0,73.0,1.0
69202,899,299900.0,436237.0,75.0,1.0
69203,38,155000.0,200280.0,91.0,2.0
69204,609,283200.0,377685.0,125.0,1.0
69205,210,516700.0,1193382.0,78.0,1.0
69206,145,285000.0,355819.0,134.0,2.0
69207,159,283700.0,933629.0,76.0,1.0
69208,101,280000.0,278461.0,77.0,1.0
69209,91,55000.0,97226.0,74.0,1.0
69212,28,430000.0,342589.0,86.0,2.0
69214,106,90000.0,113452.0,80.0,0.0
69215,50,482640.0,407258.0,89.0,1.0
69216,17,380000.0,318936.0,79.0,1.0
69217,65,65000.0,101467.0,78.0,1.0
69218,51,140000.0,181973.0,73.0,1.0
69219,129,244200.0,273609.0,77.0,1.0
69220,136,133775.0,151548.0,82.0,1.0
69225,78,135000.0,259210.0,71.0,0.0
69227,170,210000.0,207332.0,77.0,1.0
69228,264,172500.0,198151.0,76.0,1.0
69229,96,10000.0,64837.0,73.0,1.0
69230,42,12000.0,11536.0,68.0,0.0
69231,57,270000.0,219648.0,80.0,1.0
69233,37,380000.0,447186.0,84.0,1.0
69234,55,340000.0,262063.0,99.0,1.0
69235,135,195000.0,218129.0,75.0,1.0
69236,23,321500.0,328383.0,80.0,1.0
69238,158,175000.0,210705.0,94.0,2.0
69239,92,42000.0,170164.0,72.0,1.0
69240,42,41500.0,77295.0,73.0,1.0
69241,189,286500.0,332905.0,86.0,1.0
69242,31,210700.0,212900.0,81.0,2.0
69243,467,141000.0,218925.0,96.0,1.0
69244,1220,339272.0,1187038.0,73.0,1.0
69245,144,113362.0,169163.0,70.0,0.0
69246,68,62750.0,181527.0,76.0,1.0
69248,353,90000.0,229898.0,104.0,1.0
69249,145,270225.0,292510.0,73.0,1.0
69250,279,508555.0,831627.0,102.0,1.0
69252,37,140000.0,172488.0,69.0,0.0
69253,19,40000.0,364965.0,98.0,2.0
69254,32,196950.0,167872.0,74.0,1.0
69255,230,301000.0,1250694.0,76.0,1.0
69256,1017,185000.0,296550.0,116.0,1.0
69257,120,20000.0,127593.0,77.0,1.0
69258,65,10576.0,34938.0,68.0,0.0
69259,1917,223500.0,854189.0,87.0,1.0
69260,150,385000.0,680675.0,78.0,2.0
69261,5,9500.0,11900.0,68.0,0.0
69263,55,122500.0,138471.0,77.0,1.0
69264,1750,187400.0,308554.0,83.0,1.0
69265,89,13000.0,126616.0,74.0,0.0
69266,6160,230350.0,745640.0,80.0,1.0
69267,172,128000.0,190005.0,79.0,1.0
69268,168,540500.0,821229.0,77.0,1.0
69269,50,167450.0,213158.0,77.0,2.0
69270,145,356000.0,388321.0,97.0,1.0
69271,377,430000.0,1138222.0,118.0,1.0
69272,104,382900.0,348608.0,151.0,2.0
69273,314,273750.0,2036771.0,294.0,1.0
69275,1199,245000.0,944138.0,89.0,1.0
69276,269,216061.0,260181.0,100.0,1.0
69277,779,860000.0,3909624.0,74.0,1.0
69278,272,302500.0,433193.0,113.0,1.0
69279,138,362120.0,940112.0,129.0,1.0
69280,47,270000.0,263199.0,67.0,1.0
69281,85,300000.0,420568.0,107.0,1.0
69282,812,252000.0,338378.0,131.0,1.0
69283,333,338750.0,625954.0,98.0,1.0
69284,124,340500.0,360647.0,75.0,1.0
69285,172,308950.0,517742.0,127.0,1.0
69286,1328,311500.0,3459636.0,97.0,1.0
69287,296,340000.0,436263.0,83.0,1.0
69288,235,315000.0,345382.0,119.0,1.0
69289,189,324000.0,397896.0,73.0,1.0
69290,2077,250388.0,1879873.0,91.0,1.0
69291,155,254300.0,312914.0,87.0,2.0
69292,153,268000.0,296797.0,68.0,1.0
69293,49,400000.0,412811.0,72.0,1.0
69294,136,193866.0,222768.0,72.0,1.0
69295,102,265350.0,260334.0,70.0,1.0
69296,105,400000.0,351517.0,82.0,2.0
69297,208,354350.0,422829.0,79.0,2.0
69298,61,370500.0,344345.0,78.0,2.0
69299,103,300000.0,288947.0,80.0,1.0
69381,827,285000.0,385721.0,64.0,1.0
69382,1253,349000.0,848726.0,86.0,1.0
69383,3891,304930.0,712902.0,75.0,1.0
69384,1349,330000.0,378467.0,68.0,1.0
69385,1622,272500.0,414040.0,71.0,1.0
69386,1758,420000.0,771095.0,73.0,1.0
69387,3872,298825.0,1021674.0,69.0,1.0
69388,2958,247250.0,425251.0,65.0,1.0
69389,2036,260000.0,698418.0,74.0,1.0
