code_commune,nb_ventes,prix_median,prix_moyen,surface_moyenne,pieces_moyennes
69069,715,321000.0,465442.0,73.0,1.0
69070,102,82500.0,116710.0,84.0,1.0
69071,41,455080.0,801651.0,107.0,1.0
69072,1096,2520000.0,11423116.0,90.0,1.0
69074,115,335000.0,321091.0,75.0,1.0
69075,25,66500.0,75885.0,70.0,0.0
69076,139,550000.0,555275.0,77.0,1.0
69077,81,70000.0,172786.0,77.0,1.0
69078,87,180000.0,188190.0,79.0,1.0
69080,61,179000.0,214955.0,76.0,2.0
69081,1158,378271.0,700606.0,167.0,1.0
69082,35,54900.0,55501.0,68.0,0.0
69083,37,463600.0,425168.0,76.0,1.0
69084,200,285561.0,379509.0,73.0,0.0
69085,106,385500.0,591851.0,79.0,1.0
69086,132,236500.0,404760.0,82.0,1.0
69087,156,616220.0,933547.0,79.0,1.0
69088,366,281000.0,358776.0,75.0,1.0
69089,952,353052.0,497585.0,75.0,1.0
69090,80,308300.0,294601.0,80.0,1.0
69091,952,181950.0,248667.0,95.0,1.0
69092,474,233185.0,405366.0,88.0,1.0
69093,65,133000.0,130028.0,81.0,1.0
69094,252,356250.0,456593.0,89.0,1.0
69095,55,140000.0,151415.0,70.0,0.0
69096,668,204846.0,409709.0,117.0,1.0
69097,47,220000.0,230282.0,82.0,1.0
69098,13,155000.0,153185.0,76.0,1.0
69099,166,72254.0,100502.0,71.0,0.0
69100,436,278122.0,376056.0,85.0,1.0
69102,33,175000.0,186113.0,93.0,2.0
69103,141,134960.0,185439.0,77.0,1.0
69104,44,8261.0,38393.0,71.0,1.0
69105,111,245000.0,226160.0,75.0,1.0
69106,64,222150.0,298827.0,85.0,1.0
69107,98,125000.0,125016.0,77.0,1.0
69108,64,137750.0,319441.0,79.0,1.0
69109,123,50000.0,121308.0,75.0,1.0
69110,120,152000.0,152321.0,74.0,1.0
69111,49,259985.0,223175.0,76.0,1.0
69112,263,395625.0,442722.0,84.0,2.0
69113,89,275000.0,232439.0,78.0,1.0
69115,201,276000.0,333506.0,81.0,1.0
69116,576,864350.0,3371138.0,89.0,1.0
69117,155,468000.0,469117.0,110.0,2.0
69118,150,190000.0,170509.0,74.0,1.0
69119,29,87000.0,143573.0,68.0,1.0
69120,58,151500.0,170289.0,157.0,1.0
69121,252,283990.0,425194.0,100.0,1.0
69122,150,321500.0,426585.0,76.0,1.0
69124,81,39000.0,83035.0,68.0,1.0
69125,82,300000.0,400888.0,85.0,1.0
69126,47,499000.0,407742.0,82.0,1.0
69127,211,449000.0,527939.0,127.0,1.0
69130,24,44226.0,74021.0,78.0,1.0
69131,140,356500.0,367042.0,106.0,1.0
69132,64,153600.0,196860.0,88.0,1.0
69133,193,380000.0,427716.0,99.0,1.0
69134,29,18166.0,175661.0,74.0,1.0
69135,241,104408.0,116950.0,75.0,1.0
69136,195,309000.0,330818.0,79.0,2.0
69137,41,130000.0,205003.0,73.0,1.0
69138,49,130900.0,144573.0,77.0,1.0
69139,112,63000.0,126563.0,70.0,1.0
69140,120,489400.0,608657.0,79.0,2.0
69141,282,362500.0,431361.0,126.0,1.0
69142,359,209900.0,317357.0,69.0,1.0
69143,461,283000.0,434639.0,76.0,1.0
69145,79,240800.0,1379122.0,72.0,1.0
69148,172,323390.0,361971.0,83.0,1.0
69149,1078,233000.0,414811.0,77.0,1.0
69151,144,32832.0,139042.0,77.0,1.0
69152,430,226500.0,1336993.0,105.0,1.0
69153,41,709850.0,650192.0,100.0,2.0
69154,141,350000.0,443147.0,75.0,1.0
69155,54,132500.0,173908.0,80.0,1.0
69156,134,276500.0,314837.0,105.0,1.0
69157,426,275616.0,1189213.0,128.0,1.0
69159,217,256000.0,270037.0,104.0,1.0
69160,147,90000.0,106961.0,80.0,1.0
69161,80,150000.0,121057.0,107.0,1.0
69162,201,92500.0,215449.0,89.0,1.0
69163,186,480250.0,810329.0,80.0,1.0
69164,66,5500.0,80288.0,72.0,1.0
69165,194,72750.0,157258.0,76.0,1.0
69166,6,206800.0,345400.0,140.0,3.0
69167,61,130000.0,203170.0,77.0,1.0
69168,56,462235.0,906203.0,76.0,1.0
69169,30,171000.0,156692.0,78.0,1.0
69170,54,35702.0,138914.0,81.0,1.0
69171,178,227037.0,227533.0,69.0,1.0
69172,87,69800.0,169037.0,79.0,1.0
69173,41,252000.0,270699.0,165.0,1.0
69174,48,170000.0,157106.0,90.0,2.0
69175,119,140400.0,198669.0,82.0,1.0
69176,242,315900.0,366245.0,79.0,1.0
69177,166,350000.0,341533.0,81.0,1.0
69178,36,179000.0,202464.0,94.0,1.0
69179,212,384560.0,390302.0,85.0,1.0
69180,15,4440.0,90444.0,74.0,1.0
69181,71,24810.0,56218.0,69.0,0.0
69182,40,15000.0,77614.0,86.0,1.0
69183,77,15600.0,93326.0,75.0,1.0
69184,28,312112.0,277236.0,83.0,2.0
69186,23,161000.0,123650.0,84.0,0.0
69187,19,220000.0,171545.0,75.0,1.0
69188,36,107100.0,124360.0,80.0,1.0
69189,91,198000.0,277461.0,75.0,1.0
69190,119,377000.0,422489.0,87.0,1.0
69191,554,550000.0,758336.0,84.0,1.0
69192,4,229000.0,174250.0,78.0,2.0
69193,40,198000.0,293248.0,82.0,1.0
69194,472,976000.0,1260517.0,109.0,2.0
69196,42,66500.0,156551.0,78.0,1.0
69197,122,286680.0,259046.0,86.0,1.0
69198,54,215000.0,191798.0,73.0,1.0
69199,564,182582.0,316772.0,69.0,1.0
69200,77,250000.0,239104.0,80.0,1.0
69201,74,144500.0,155033.0,86.0,1.0
69202,1254,345250.0,648550.0,79.0,1.0
69203,56,119999.0,168746.0,79.0,1.0
69204,837,299000.0,493448.0,94.0,1.0
69205,317,434466.0,587145.0,74.0,1.0
69206,209,210500.0,323444.0,120.0,1.0
69207,132,347500.0,365971.0,85.0,1.0
69208,90,292110.0,314233.0,156.0,1.0
69209,67,26575.0,45654.0,156.0,1.0
69212,19,696000.0,730912.0,113.0,3.0
69214,67,220000.0,212294.0,97.0,1.0
69215,72,415680.0,360826.0,87.0,1.0
69216,50,95500.0,164653.0,78.0,1.0
69217,69,250000.0,242984.0,106.0,1.0
69218,58,171500.0,170542.0,81.0,1.0
69219,70,280000.0,300802.0,79.0,2.0
69220,121,98574.0,116145.0,89.0,1.0
69225,45,110000.0,115143.0,69.0,0.0
69227,161,278122.0,317473.0,111.0,1.0
69228,292,201000.0,238970.0,78.0,1.0
69229,108,71500.0,123822.0,87.0,1.0
69230,49,202000.0,196923.0,74.0,0.0
69231,155,214350.0,284919.0,78.0,1.0
69233,38,675500.0,858491.0,92.0,2.0
69234,117,346850.0,362928.0,108.0,1.0
69235,90,232236.0,296402.0,72.0,1.0
69236,14,300000.0,267686.0,78.0,2.0
69238,202,254500.0,224860.0,95.0,1.0
69239,79,100000.0,130424.0,139.0,1.0
69240,63,90000.0,118973.0,74.0,1.0
69241,150,355000.0,403814.0,94.0,2.0
69242,53,238820.0,260281.0,115.0,1.0
69243,609,160000.0,261096.0,82.0,2.0
69244,1525,360000.0,500281.0,74.0,1.0
69245,90,160000.0,249578.0,83.0,1.0
69246,121,330000.0,379177.0,82.0,1.0
69248,491,125000.0,138063.0,80.0,1.0
69249,185,250000.0,225312.0,78.0,1.0
69250,380,584500.0,1059436.0,105.0,1.0
69252,33,90000.0,246064.0,74.0,1.0
69253,37,116500.0,244337.0,77.0,1.0
69254,112,153750.0,174894.0,71.0,1.0
69255,234,366650.0,394003.0,80.0,1.0
69256,1259,195000.0,436492.0,101.0,1.0
69257,111,34000.0,95449.0,75.0,1.0
69258,52,12500.0,92302.0,74.0,0.0
69259,2466,219900.0,475697.0,84.0,1.0
69260,165,279000.0,354056.0,77.0,2.0
69261,5,10000.0,12300.0,68.0,0.0
69263,88,160000.0,142171.0,74.0,1.0
69264,2793,190000.0,289642.0,90.0,1.0
69265,98,420995.0,959232.0,75.0,1.0
69266,8207,254200.0,571525.0,69.0,1.0
69267,154,76500.0,140489.0,74.0,1.0
69268,153,320000.0,692745.0,191.0,1.0
69269,54,317000.0,307656.0,87.0,1.0
69270,176,413531.0,966554.0,183.0,1.0
69271,463,333000.0,475508.0,123.0,1.0
69272,181,249000.0,283841.0,160.0,1.0
69273,658,334000.0,1108472.0,152.0,1.0
69275,1686,252000.0,683359.0,76.0,1.0
69276,466,217153.0,416494.0,96.0,1.0
69277,570,400000.0,544593.0,127.0,1.0
69278,249,400000.0,559800.0,102.0,1.0
69279,300,338100.0,608197.0,84.0,1.0
69280,80,313025.0,370964.0,68.0,1.0
69281,108,297050.0,336577.0,84.0,1.0
69282,1195,305000.0,542741.0,98.0,1.0
69283,454,332000.0,371545.0,102.0,2.0
69284,164,303250.0,423718.0,90.0,1.0
69285,196,340000.0,376699.0,127.0,1.0
69286,1608,283500.0,526894.0,81.0,1.0
69287,382,377740.0,613898.0,117.0,1.0
69288,379,286900.0,381647.0,86.0,1.0
69289,247,293100.0,455765.0,258.0,1.0
69290,2251,240000.0,778241.0,100.0,1.0
69291,256,261820.0,329657.0,129.0,1.0
69292,287,320000.0,492310.0,78.0,1.0
69293,99,731700.0,828030.0,83.0,1.0
69294,193,294500.0,299410.0,77.0,1.0
69295,171,280000.0,302359.0,72.0,1.0
69296,149,354067.0,409559.0,95.0,1.0
69297,173,329800.0,332513.0,98.0,2.0
69298,103,312700.0,344695.0,79.0,2.0
69299,191,354000.0,523269.0,78.0,1.0
69381,1166,340000.0,738569.0,68.0,1.0
69382,1265,413500.0,770951.0,73.0,1.0
69383,5293,338450.0,1341714.0,80.0,1.0
69384,1793,372150.0,1100272.0,68.0,1.0
69385,2098,285000.0,401692.0,70.0,1.0
69386,2277,468000.0,2078010.0,73.0,1.0
69387,4460,309000.0,1162279.0,76.0,1.0
69388,3874,267000.0,430122.0,67.0,1.0
69389,2574,280000.0,1270848.0,70.0,1.0
