adresse,commune,surface_m2,aire_jeu,eau,toilettes,code_insee,longitude,latitude
1 Place de Verdun,Neuville-sur-Saône,16150.0,True,True,True,69143,4.838508000000001,45.878089040882855
2 Route de Lyon,Neuville-sur-Saône,5000.0,False,False,False,69143,4.8370560000000005,45.87114204088373
3 Rue de Prandière,Neuville-sur-Saône,4600.0,False,False,False,69143,4.835056999999999,45.8855050408819
4 Rue de Prandière,Neuville-sur-Saône,1430.0,False,False,False,69143,4.835009,45.885660040881895
5 8 Rue Jacques,Neuville-sur-Saône,1140.0,False,True,False,69143,4.839735,45.879218040882705
9093 24 bis Quai Paul Sédallian,Lyon 9e Arrondissement,1355.73,True,False,False,69389,4.822985221784407,45.7941741796029
55227 5 Rue Cardinal Gerlier,Lyon 5e Arrondissement,837.96,False,False,False,69385,4.814540325646753,45.75867757375167
3203 Place Gérard Collomb,Lyon 3e Arrondissement,6535.41,True,False,False,69383,4.853705767265226,45.7592288821314
56002 Autoberge Rive Gauche,Lyon 6e Arrondissement,80660.22,False,False,False,69386,4.840600186279205,45.77249808941275
9120 18 Rue de la Chapelle,Lyon 9e Arrondissement,12601.99,True,False,True,69389,4.790306105024603,45.76553932335668
18 Chemin de Halage,Vaulx-en-Velin,153379.0,False,False,False,69256,4.9330553379237365,45.77118235918489
9313 25 Rue de Montribloud,Lyon 9e Arrondissement,8781.23,True,True,False,69389,4.793287706691287,45.76720256719167
9345 Rue Félix Mangini,Lyon 9e Arrondissement,5111.75,True,True,False,69389,4.817410044447535,45.79015467394692
1 Chemin Vieux,Bron,85000.0,False,True,False,69029,4.921666719939911,45.729393946693676
2 Impasse Callemard,Bron,8300.0,False,False,False,69029,4.9000611653920405,45.73525249629823
8131 30 Avenue Paul Santy,Lyon 8e Arrondissement,4434.15,True,False,True,69388,4.8711109268604895,45.73321738361418
2 Angle rue la Chaux - Rue Jean-Baptiste Perret,Saint-Cyr-au-Mont-d'Or,640.0,False,False,False,69191,4.8347721417680765,45.8170220681236
3364 Rue Viala,Lyon 3e Arrondissement,1021.7,True,False,False,69383,4.885314815794835,45.746514088147265
19 8 Rue Général Charles Delestraint,Vaulx-en-Velin,8271.0,True,False,False,69256,4.910456350065791,45.78998180329532
4 Rue des Essarts,Bron,88200.0,False,False,False,69029,4.893785024300241,45.729734829835806
5 Place du 11 novembre,Bron,2100.0,True,False,False,69029,4.909389378599307,45.731855740904905
6 Angle Romain Rolland Pierre Brossolette,Bron,3500.0,True,True,False,69029,4.917715196329641,45.74506319562749
7 Rue Suzanne Melk,Bron,3700.0,True,True,False,69029,4.919904115114316,45.74708493821182
8 10 Rue Daligand,Bron,1900.0,True,True,False,69029,4.904423149352586,45.75000895098073
58056 Promenade Léa et Napoléon Bullukian,Lyon 8e Arrondissement,2171.96,False,False,False,69388,4.875224321770703,45.74317868942458
6055 85 Rue d'Inkermann,Lyon 6e Arrondissement,698.22,True,False,True,69386,4.866127401451075,45.763817919341506
1 13 Rue Jean et Catherine Reynier,Saint-Cyr-au-Mont-d'Or,7000.0,False,False,False,69191,4.817424426472519,45.815227140840626
1 8 Avenue Ampère,Saint-Didier-au-Mont-d'Or,23000.0,False,False,True,69194,4.794572140334085,45.831814253255565
2 1 Allée du 19 mars,Saint-Didier-au-Mont-d'Or,615.0,True,True,False,69194,4.7969179570556095,45.811545633487455
3130 23 Rue d'Essling,Lyon 3e Arrondissement,355.59,False,False,False,69383,4.857065295799046,45.75544879525641
1 1 rue d'Italie,Mions,4320.0,False,False,False,69283,4.93834337607229,45.678120115734714
2 1 rue Mangetemps,Mions,2619.0,False,False,False,69283,4.9493649324965,45.66979508964176
3 1 route de Toussieu,Mions,,False,False,False,69283,4.969289763120064,45.6609953713375
4 3 avenue Charles de Gaulle,Mions,7575.0,False,False,False,69283,4.955146207333129,45.66404946619654
5 1 avenue Jean Jaurès,Mions,1145.0,False,False,False,69283,4.95301522679788,45.66678072897496
6 1 rue de la République,Mions,1774.0,False,False,False,69283,4.957192758502402,45.66482229045941
7,Mions,,False,False,False,69283,4.960244943266679,45.674927650388355
49 Face au 29 rue de Verdun,Caluire-et-Cuire,873.0,True,False,True,69034,4.840702882131028,45.78294030445477
8197 73 rue Maurice Berliet,Lyon 8e Arrondissement,372.47,False,False,False,69388,4.861634081201603,45.741440785372106
50 Angle rue Pasteur/rue Professeur Roux,Caluire-et-Cuire,321.0,False,False,False,69034,4.844317468889921,45.792219199848375
35 Angle avenue Alexander Fleming et avenue Elie Vignal,Caluire-et-Cuire,11353.0,True,False,False,69034,4.848876953611585,45.792145566631575
36 Angle avenue Elie Vignal et rue de Margnolles,Caluire-et-Cuire,4725.0,True,False,False,69034,4.848429896866409,45.789316092044764
37 Face au 5 rue Auguste Lumière,Caluire-et-Cuire,490.0,True,False,False,69034,4.838520801160638,45.793522896626875
19 Place Jean Gouailhardou,Caluire-et-Cuire,2270.0,False,False,False,69034,4.84557710392331,45.799600357150574
34 Entre le 146 et 250 avenue Jean Monnet,Caluire-et-Cuire,716.0,True,False,False,69034,4.838934165418349,45.790141894767956
22 Place Laurent Bonnevay,Caluire-et-Cuire,4434.0,False,False,False,69034,4.8469069186372336,45.78820765270902
38 Square Elie Vignal,Caluire-et-Cuire,672.0,False,False,False,69034,4.837156461150284,45.785239602186714
39 Angle chemin de Vassieux et chemin de Crépieux,Caluire-et-Cuire,366.0,False,False,False,69034,4.863383262173705,45.801413033363914
20 Place Gutenberg,Caluire-et-Cuire,7852.0,False,True,True,69034,4.847948390664046,45.794938265026154
40 Square Général Brosset,Caluire-et-Cuire,1881.0,False,False,False,69034,4.861161146835747,45.7913373821879
41 49 avenue Général de Gaulle,Caluire-et-Cuire,1676.0,True,True,False,69034,4.855192914705444,45.8080296353151
2 2 - 61 Quai Clémenceau,Caluire-et-Cuire,25848.0,False,True,True,69034,4.819831812480424,45.78923272629145
3 Du Pont Raymond Poincaré au Chemin du Ravin,Caluire-et-Cuire,127056.0,False,False,False,69034,4.85980961489997,45.787546944530106
21 Place Jules Ferry,Caluire-et-Cuire,916.0,True,False,False,69034,4.832422703662448,45.785885017852834
6 16 rue Abbé Lemire / 86 rue de Margnolles,Caluire-et-Cuire,561.0,False,False,False,69034,4.84694768550025,45.78770285283451
33 Entre rue des Combattants d'AFN et la voie verte,Caluire-et-Cuire,2845.0,False,False,False,69034,4.850340366684483,45.79849903964065
7 Place du Docteur Dugoujon (au fond de l 'esplanade Bernard Roger Dalbert),Caluire-et-Cuire,788.0,False,False,False,69034,4.840141624331279,45.79774443526097
8 Place du Docteur Dugoujon,Caluire-et-Cuire,13543.0,True,True,False,69034,4.84053387931544,45.79796800857007
10 Allée du Parc de la Jeunesse,Caluire-et-Cuire,50853.0,False,True,True,69034,4.846802722720703,45.79332583676185
11 Face au 26bis chemin de Crépieux,Caluire-et-Cuire,618.0,False,False,False,69034,4.853904892514625,45.801371746859026
12 Entre le 34 et le 44 grande rue de Saint Clair,Caluire-et-Cuire,616.0,False,False,False,69034,4.850925381630401,45.78717288447349
14 107 Grande Rue de Saint Clair,Caluire-et-Cuire,6426.0,False,False,False,69034,4.8561152495736115,45.789710590279356
15 De la Passerelle de la Paix au pont Raymond Poincaré,Caluire-et-Cuire,52547.0,True,True,False,69034,4.852673725915021,45.78729444606874
16 Place Bellevue,Caluire-et-Cuire,1375.0,False,False,False,69034,4.848882777912425,45.7859389204035
17 Place Christophe Colomb,Caluire-et-Cuire,1327.0,False,False,False,69034,4.858833116310834,45.7905943321818
18 Place de Cuire le Bas,Caluire-et-Cuire,720.0,True,False,True,69034,4.828552776917035,45.79362919105596
23 Place Louis Braille,Caluire-et-Cuire,1137.0,False,False,False,69034,4.850711251391672,45.79389430684224
24 Place Valentin Haüy,Caluire-et-Cuire,2725.0,False,False,False,69034,4.851476295744398,45.794203397566534
25 Place Victor Basch,Caluire-et-Cuire,909.0,True,False,False,69034,4.856945699886637,45.789902173864476
26 Du Pont Winston Churchill au Parc des Berges,Caluire-et-Cuire,16234.0,False,False,False,69034,4.852383454484332,45.787277919835766
27 Face à la place Louis Braille,Caluire-et-Cuire,3850.0,False,False,False,69034,4.850217817954412,45.793861661057946
28 Dans le Parc des Berges,Caluire-et-Cuire,21724.0,False,False,False,69034,4.855273917930159,45.78831684593584
29 6 - 8 rue du Bois de la Caille,Caluire-et-Cuire,934.0,False,False,False,69034,4.822637139681047,45.787418185101934
30 25 Avenue du Général de Gaulle,Caluire-et-Cuire,8517.0,True,False,False,69034,4.8527229571659705,45.80634191762532
31 Allée Turba Choux,Caluire-et-Cuire,13681.0,True,False,False,69034,4.848180447914023,45.794016441285656
32 Rue Charles Péguy,Caluire-et-Cuire,755.0,False,False,False,69034,4.847626152863787,45.789155489891776
45 36 rue Pierre Bourgeois,Caluire-et-Cuire,454.0,True,False,False,69034,4.86026424572178,45.81086684808873
46 14 avenue Louis Dufour,Caluire-et-Cuire,2742.0,True,False,False,69034,4.851588912241336,45.80011912191019
47 Angle rue Pasteur et rue de Montessuy,Caluire-et-Cuire,1092.0,False,False,False,69034,4.842348107998796,45.79059192501436
48 Avant le 6 rue Bissardon,Caluire-et-Cuire,316.0,True,False,False,69034,4.839597742632417,45.7813894572948
51 15 Boulevard Paul Doumer,Caluire-et-Cuire,7770.0,False,False,False,69034,4.835415556926352,45.79486456463898
52 Voie de la Dombes,Caluire-et-Cuire,101534.0,False,True,True,69034,4.83417729676103,45.78612312666196
56113 Square Jerome Bererd,Lyon 6e Arrondissement,946.15,False,False,False,69386,4.8528140426176485,45.76371203041495
6135 Quai Achille Lignon,Lyon 6e Arrondissement,9301.79,False,False,False,69386,4.844666971492518,45.778095351592896
59270 Rue Antonin Laborde,Lyon 9e Arrondissement,7331.88,True,True,False,69389,4.8132544765894165,45.785822586583095
13 Avenue Jean Monnet (le long de la voie Verte),Caluire-et-Cuire,1213.0,False,False,False,69034,4.839135100615738,45.78988295513155
53 22 rue Lucien Maître,Caluire-et-Cuire,741.0,True,True,False,69034,4.825055113149767,45.790011208482035
7049 30 grande rue de la Guillotière,Lyon 7e Arrondissement,3416.2,True,False,False,69387,4.844518496080229,45.75333059108481
3425 Rue de l'Abbé Boisard,Lyon 3e Arrondissement,1707.83,False,False,False,69383,4.857358865770187,45.750479815765914
55060 Place C. Geoffray,Lyon 5e Arrondissement,5673.76,True,True,True,69385,4.7837464408571675,45.749833540850204
57114 Rue du brigadier Voituret,Lyon 7e Arrondissement,700.94,False,False,False,69387,4.844234677669098,45.74489126215984
9171 Chemin de Montpellas,Lyon 9e Arrondissement,6358.1,False,False,False,69389,4.827293278603477,45.79966837095372
56023 Place de l'Europe,Lyon 6e Arrondissement,5564.2,True,True,False,69386,4.849261082734733,45.76481746037845
57233 Berges Rhône Leclerc,Lyon 7e Arrondissement,47796.09,True,True,False,69387,4.824523348702732,45.7378779075793
56027 Place Marechal Lyautey,Lyon 6e Arrondissement,20484.06,True,True,True,69386,4.84140322784103,45.76772974765205
56024 Place Edgard Quinet,Lyon 6e Arrondissement,5021.43,True,True,True,69386,4.844536919746613,45.76594851966533
57197 Place Stalingrad,Lyon 7e Arrondissement,2918.81,True,True,False,69387,4.852179144954085,45.74983030330007
9045 39 Rue du Bourbonnais,Lyon 9e Arrondissement,15107.78,True,True,False,69389,4.801896774561154,45.77233198336957
52169 Quai Rambaud,Lyon 2e Arrondissement,65720.37,False,True,True,69382,4.816249400762171,45.73197399087443
51002 Boulevard de la Croix Rousse,Lyon 1er Arrondissement,12872.66,True,True,True,69381,4.83312102356209,45.77427673936775
7260 46 rue Debourg,Lyon 7e Arrondissement,4978.45,True,False,False,69387,4.828617259961901,45.73089501568067
57205 Place de Montreal,Lyon 7e Arrondissement,3816.24,False,False,False,69387,4.82268956061607,45.72819175508774
59149 3 rue du Béal,Lyon 9e Arrondissement,661.45,True,False,False,69389,4.79436219193177,45.772424578874144
53290 Square Jussieu,Lyon 3e Arrondissement,2916.65,False,False,False,69383,4.841405166664567,45.762444431139684
9161 Boulevard de la Duchère,Lyon 9e Arrondissement,3281.32,True,False,False,69389,4.792387903036044,45.78170551991626
6016 Place Général Leclerc,Lyon 6e Arrondissement,1028780.83,True,True,True,69386,4.854183562590236,45.77256423053224
8300 Place Jean Mermoz,Lyon 8e Arrondissement,9036.65,True,True,False,69388,4.884020438129042,45.7276041075659
9142 Rue Hector Berlioz,Lyon 9e Arrondissement,8828.6,False,True,False,69389,4.821386652869525,45.799061667075726
9041 18 Rue des Contrebandiers,Lyon 9e Arrondissement,43620.34,False,False,False,69389,4.801724320384052,45.78722844532185
9159 Avenue Andrei Sakharov,Lyon 9e Arrondissement,4001.63,False,False,False,69389,4.800929467638818,45.787772197294046
57030 Place Aristide Briand,Lyon 7e Arrondissement,,False,False,False,69387,4.849286577339433,45.75245503677516
"9156 12 E, Rue du Chateau de la Duchère",Lyon 9e Arrondissement,114995.21,True,True,False,69389,4.793279920927273,45.777515703966785
59072 Place Jean Monnet,Lyon 9e Arrondissement,,False,False,False,69389,4.807735005976437,45.770321103144695
56123 Berges Clara Campoamor,Lyon 6e Arrondissement,,False,False,False,69386,4.840794147363229,45.772240441178134
"9340 18 20, Rue Tissot",Lyon 9e Arrondissement,,False,False,False,69389,4.802159169892239,45.77629403853954
9158 2 Rue Roquette,Lyon 9e Arrondissement,,False,False,False,69389,4.805530871056118,45.77549867174329
99016 459 chemin du musée Rochetaillée,nan,,False,False,False,nan,4.835929974750548,45.84203151820532
53336 33 Rue Moncey,Lyon 3e Arrondissement,,False,False,False,69383,4.84607986321124,45.75737931702868
53323 Berge Reine Astrid,Lyon 3e Arrondissement,,False,False,False,69383,4.841095747805972,45.76356847700348
5016 4 montée Cardinal Decourtray,Lyon 5e Arrondissement,,False,False,False,69385,4.822887191857262,45.76018424040758
8314 Rue Colonel Arnaud Beltrame,Lyon 8e Arrondissement,,False,False,False,69388,4.85351862344988,45.733493250869934
58161 Rue professeur Calmette,Lyon 8e Arrondissement,,False,False,False,69388,4.876987893336517,45.742473572773456
55057 Place Bénédict Tessier,Lyon 5e Arrondissement,,False,False,False,69385,4.796830759607087,45.75593578670446
56126 Berges Amlaia Rodriguès,Lyon 6e Arrondissement,,False,False,False,69386,4.841240450382418,45.76574948444267
59071 Place Ferber,Lyon 9e Arrondissement,,False,False,False,69389,4.805349172793625,45.77407458678229
57232 Berges Bertha Von Suttner,Lyon 7e Arrondissement,,False,False,False,69387,4.833131030360194,45.7479981076525
54003 169 Bd de la Croix Rousse,Lyon 4e Arrondissement,,False,False,False,69384,4.833504770725742,45.7746743054444
52194 Place Renée Dufourt,Lyon 2e Arrondissement,,False,False,False,69382,4.820192537913503,45.74575617934036
6190 Cours Lafayette,Lyon 6e Arrondissement,,False,False,False,69386,4.865589079193895,45.76387071373344
9241 Avenue du Plateau,Lyon 9e Arrondissement,,False,False,False,69389,4.79466764324886,45.78465882383168
