adresse,commune,surface_m2,aire_jeu,eau,toilettes,code_insee,longitude,latitude
20706 0 Rue Nelson Mandela,Vénissieux,14147.0,False,False,True,69259,4.888392080879371,45.71956833812788
20804 8 Rue Jean Lurçat,Vénissieux,616.0,False,False,False,69259,4.888828588405469,45.72386015682646
20709 0 Rue Simone Veil,Vénissieux,2531.0,True,False,False,69259,4.886167633284669,45.71946984530869
4056 51 Boulevard de la Croix Rousse,Lyon 4e Arrondissement,,False,False,False,69384,4.820185622902494,45.77327946166805
59275 125 Rue Pierre Audry,Lyon 9e Arrondissement,,False,False,False,69389,4.812290986543222,45.75880167044548
21501 28 Chemin du Charbonnier,Vénissieux,3779.0,True,False,False,69259,4.897795192432006,45.70063878783506
30103 0 Rue Jules Ferry,Vénissieux,14773.0,False,True,True,69259,4.885178603157821,45.69847749603816
30104 0 Rue Gambetta,Vénissieux,10408.0,True,True,False,69259,4.884971384599085,45.69740735795181
9290 Avenue Sidoine Apolinaire,Lyon 9e Arrondissement,33287.59,False,False,False,69389,4.793618246047333,45.7698131421604
30114 8 Place de la Paix,Vénissieux,1391.0,False,False,False,69259,4.8849927637430985,45.698611112945976
52026 Place de la Bourse,Lyon 2e Arrondissement,2155.54,False,False,False,69382,4.836021013417454,45.76464532090733
30108 26 Rue du Château,Vénissieux,1214.0,False,True,False,69259,4.885471273868816,45.69918695769915
30305 0 Du boulevard du Docteur Coblod à la rue Max Barel,Vénissieux,7392.0,True,False,False,69259,4.897797248062329,45.697834721293084
30417 0 Rue Bela Bartok,Vénissieux,985.0,True,False,False,69259,4.8948453768721,45.69439411422393
30507 0 Angle des rues Jodino / Roudil,Vénissieux,3472.0,False,False,False,69259,4.887852715242458,45.69258849351231
30511 15 Chemin de Feyzin,Vénissieux,5389.0,False,False,False,69259,4.883247324344009,45.69358313938397
30708 18 Rue Victor Hugo,Vénissieux,1970.0,True,True,False,69259,4.884369030044428,45.70272040941716
30802 23 Rue Romain Rolland,Vénissieux,3506.0,True,False,False,69259,4.880589656432192,45.699567936529526
30804 0 Angle des rues Picard/Tristan,Vénissieux,480.0,False,False,False,69259,4.880365722244363,45.69915864621115
52163 Place de l'Hippodrome,Lyon 2e Arrondissement,10539.53,True,True,True,69382,4.82275703374272,45.744647521496894
40301 7 Avenue Jean Cagne,Vénissieux,6256.0,True,False,False,69259,4.869945951913646,45.69876639239693
40402 0 Angle des rues Bruan / Lyvet,Vénissieux,1948.0,False,False,False,69259,4.871106160729387,45.697946127014724
40601 0 Angle des rues Gabriel Faure / Léo Lagrange,Vénissieux,12381.0,False,False,True,69259,4.874745456866082,45.69609325065642
40801 29 Rue Léo Lagrange,Vénissieux,11346.0,False,False,False,69259,4.874656976470883,45.700365567274304
56122 Berges Ellen Marc Arthur,Lyon 6e Arrondissement,,False,False,False,69386,4.8425353584348,45.775158811712174
40802 27 Rue Léo Lagrange,Vénissieux,8718.0,False,False,False,69259,4.872533379238924,45.70100761022529
41002 2 Rue Colette,Vénissieux,2883.0,True,True,False,69259,4.871192147744312,45.70054146184193
41202 0 Rue Prosper Alfaric,Vénissieux,2554.0,False,False,False,69259,4.871682124719556,45.704130339916816
41301 0 Rue Prosper Alfaric,Vénissieux,2934.0,True,False,False,69259,4.872392407818709,45.704050914516564
41401 0 Rue Louis Aulagne,Vénissieux,10190.0,True,True,True,69259,4.870778192748606,45.706010674934845
41501 0 Entre rues Claude Debussy / Ravel,Vénissieux,11633.0,True,True,False,69259,4.873450119180055,45.69854039620066
1284 33 rue du bon pasteur,Lyon 1er Arrondissement,,False,False,False,69381,4.829694666886331,45.77225815021559
99031 Boulevard Pinel,nan,,False,False,False,nan,4.88738931694654,45.72404421417465
52172 Place de l'Hôpital,Lyon 2e Arrondissement,,False,False,False,69382,4.836158748786229,45.759415105759444
7275 Rue Mazagran,Lyon 7e Arrondissement,4604.02,True,True,True,69387,4.843195431950814,45.75175638569629
41503 7 Rue Claude Debussy,Vénissieux,3572.0,True,False,False,69259,4.873908379404276,45.69895993224813
41504 1 Rue Claude Debussy,Vénissieux,1338.0,True,False,False,69259,4.872566231656063,45.69973946999162
41605 35 Rue Léo Lagrange,Vénissieux,1727.0,True,False,False,69259,4.873833036738875,45.700210974976486
41801 0 Square Descartes / Rue Robespierre,Vénissieux,434.0,False,False,False,69259,4.8769849610919085,45.70185870791386
50501 0 Rue Charpak / Louis Semprun,Vénissieux,3016.0,False,True,False,69259,4.8712881860604265,45.69487191674982
3358 36 avenue Lacassagne,Lyon 3e Arrondissement,1904.21,True,True,False,69383,4.867321329370257,45.75361801597133
3407 Rue Richard Vitton,Lyon 3e Arrondissement,,False,False,False,69383,4.8978849268008835,45.753020759558694
53325 Berge Mélina Mercouri,Lyon 3e Arrondissement,,False,False,False,69383,4.8408115071005655,45.760088736114966
56004 Avenue Général Brosset,Lyon 6e Arrondissement,6886.43,True,True,False,69386,4.8569935750557915,45.76695895543199
51201 0 Boulevard Lénine,Vénissieux,138792.0,True,True,False,69259,4.86572932284607,45.69821599978544
60802 12 Rue Gaston Monmousseau,Vénissieux,16714.0,True,True,False,69259,4.879117465870705,45.69498424242476
51202 45 Boulevard Lénine,Vénissieux,2648.0,True,False,False,69259,4.865736531324361,45.69270173922602
1078 36 Cours Général Giraud,Lyon 1er Arrondissement,18804.61,True,True,False,69381,4.8200637352723525,45.76822806472797
61106 0 Angle avenue Marcel Cachin / Chemin de Feyzin,Vénissieux,1764.0,False,False,False,69259,4.880497657035164,45.69143145432576
185 3 Rue du Champ de l'Orme,Villeurbanne,262.60559485,False,False,False,69266,4.8905071941093805,45.77194110167875
52175 Place Général Delfosse,Lyon 2e Arrondissement,12992.72,False,True,False,69382,4.817667147822408,45.747373946366025
1282 3 rue Saint Benoît,Lyon 1er Arrondissement,1336.05,False,False,False,69381,4.825628294288073,45.76902057851827
61302 23 Rue Vladimir Komarov,Vénissieux,7510.0,True,False,False,69259,4.876089738755074,45.69192530163211
1279 17 rue burdeau,Lyon 1er Arrondissement,285.25,False,False,False,69381,4.832815446180055,45.77041752236322
9360 Avenue du Plateau,Lyon 9e Arrondissement,,False,False,False,69389,4.792832868090807,45.78400301839143
6051 38 Cours Vitton,Lyon 6e Arrondissement,,False,False,False,69386,4.853834316931127,45.76940368111787
51501 21 Boulevard Lénine,Vénissieux,1888.0,False,False,False,69259,4.862413035788973,45.696984147789856
7221 16 rue Louis Broussas,Lyon 7e Arrondissement,209654.61,True,True,True,69387,4.823421328880236,45.7201429318119
8258 260 route de Vienne,Lyon 8e Arrondissement,99809.41,True,True,False,69388,4.8486275054819155,45.724810393413264
7078 27 Rue Bancel,Lyon 7e Arrondissement,,False,False,False,69387,4.838664091289926,45.74661179582523
2 Quai Georges Lévy,Givors,16272.0,False,True,True,69091,4.773024499805607,45.58623398006877
1 Place de la Liberté,Givors,6346.0,False,True,True,69091,4.775071222696177,45.5839060164545
53326 Berges Marie Sklodowska Mercurie,Lyon 3e Arrondissement,,False,False,False,69383,4.84012799336422,45.7584347212482
8310 6 Rue de Champagnieux,Lyon 8e Arrondissement,,False,False,False,69388,4.851456867788453,45.73147077368002
8096 130 Rue Guillaume Paradin,Lyon 8e Arrondissement,8978.96,True,True,True,69388,4.889581569988228,45.73544016176699
2056 22 Cours de Verdun,Lyon 2e Arrondissement,12737.21,False,True,False,69382,4.826359834515818,45.74946569503411
52160 Square Jamnot,Lyon 2e Arrondissement,676.54,True,True,False,69382,4.825616760767434,45.754319337411594
1124 Jardin Croix Paquet,Lyon 1er Arrondissement,7780.32,True,True,True,69381,4.835949262325944,45.76998962551323
4068 119 Boulevard de la Crois Rousse,Lyon 4e Arrondissement,1200.03,False,False,False,69384,4.82708152089232,45.77419521171901
53072 Place Pierre Renaudel,Lyon 3e Arrondissement,2230.24,False,False,True,69383,4.8573391979685825,45.75753769479944
4115 87 Grande Rue de la Croix Rousse,Lyon 4e Arrondissement,529.26,False,True,False,69384,4.831846927567588,45.78050458742599
4162 28 Montée de la Boucle,Lyon 4e Arrondissement,1039.29,False,False,False,69384,4.840012721016657,45.78041804445315
56068 Rue Félix Jacquier,Lyon 6e Arrondissement,253.47,False,False,False,69386,4.847410014872146,45.77210642836244
53159 Rue Desaix,Lyon 3e Arrondissement,2326.19,False,False,False,69383,4.8547969166148945,45.75711529877655
3053 1 Place du Château,Lyon 3e Arrondissement,4466.66,True,True,False,69383,4.887772414656319,45.74911978924901
53318 Rue Moncey,Lyon 3e Arrondissement,2209.52,False,False,False,69383,4.8484335503210385,45.75997375092345
3156 14 Rue Saint Théodore,Lyon 3e Arrondissement,2885.78,False,False,False,69383,4.86339989120029,45.748376921619816
3366 89 rue Antoine Charial,Lyon 3e Arrondissement,213.7,False,False,False,69383,4.869963623597296,45.757805381468806
57038 Place Ollier,Lyon 7e Arrondissement,2646.54,True,True,False,69387,4.837633664814763,45.75254946613335
59124 Av du Plateau,Lyon 9e Arrondissement,3750.34,False,True,False,69389,4.794907040190065,45.7841660414488
53289 Avenue Lacassagne,Lyon 3e Arrondissement,470.54,True,False,False,69383,4.871359524648599,45.75187931024468
51080 Rue Bodin,Lyon 1er Arrondissement,2665.35,True,True,False,69381,4.834963391384828,45.772736365432635
54037 Place Camille Flammarion,Lyon 4e Arrondissement,2750.22,True,True,True,69384,4.820381862261733,45.779207929177566
9058 204 Avenue Barthelemy Buyer,Lyon 9e Arrondissement,4954.64,True,False,False,69389,4.7909489176550215,45.76429781587202
17 Esplanade Georges Lyvet,Givors,992.0,False,False,False,69091,4.770920835453893,45.60046879046854
54147 Place Georges Mattelon,Lyon 4e Arrondissement,991.89,True,True,False,69384,4.835901903746113,45.77983443675176
8018 12 Avenue Jean Mermoz,Lyon 8e Arrondissement,12192.12,True,True,False,69388,4.873706561161916,45.733595949580135
8086 7 Rue Général Gouraud,Lyon 8e Arrondissement,1523.63,True,True,False,69388,4.8505539833315,45.734674129457765
4109 26 Montée Bonnafous,Lyon 4e Arrondissement,,False,False,False,69384,4.837188526343016,45.775159406421345
3 Avenue Maréchal Leclerc,Givors,2973.0,False,False,False,69091,4.773162155504446,45.58840879269109
8060 118 Avenue Paul Santy,Lyon 8e Arrondissement,2214.37,True,False,False,69388,4.876016948275427,45.728348013712534
5134 Place Batonnier Valensio,Lyon 5e Arrondissement,3639.57,True,True,True,69385,4.82511848800226,45.758004625778824
8067 1 Impasse Saint Mathieu,Lyon 8e Arrondissement,3419.23,True,True,False,69388,4.8609985625649,45.743627995093775
2244 Quai Rambaud,Lyon 2e Arrondissement,5384.87,False,False,False,69382,4.815587686619636,45.73313136027219
59219 15 Rue du Bas de Loyasse,Lyon 9e Arrondissement,,False,False,False,69389,4.810197782664129,45.760435483279885
53311 Square du Dauphiné,Lyon 3e Arrondissement,,False,False,False,69383,4.864818373627012,45.751439603974404
4 32 Rue Victor Hugo,Givors,1120.0,False,False,True,69091,4.77093792921275,45.58964399043302
5 Promenade Maurice Thorez / Place des Tours,Givors,5937.0,False,False,False,69091,4.773008198472858,45.589699760649175
6 Rue Yves Farge / Rue Jean Ligonnet / Rue Joseph et Marie-Louise Liauthaud,Givors,1024.0,False,False,False,69091,4.769709895478411,45.5916735469878
7 Rue du Moulin / Impasse Platière,Givors,4799.0,False,False,False,69091,4.766640716772154,45.58886922232311
8 Avenue du Onze Novembre 1918,Givors,2832.0,False,False,False,69091,4.771895179697414,45.5952096481753
9 Quai Eugène Souchon,Givors,29390.0,False,False,False,69091,4.755941608706157,45.58420137465867
10 Quai de la navigation,Givors,824.0,False,False,False,69091,4.775191671432666,45.58876211652425
11 27 Avenue Anatole France,Givors,2863.0,False,False,False,69091,4.787050891013198,45.57783688533041
12 Chemin du Vieux Donjon,Givors,4253.0,False,False,False,69091,4.773776172371624,45.58046047849232
13 Rue du Moulin / Quai des Martyrs du 8 Février 1962,Givors,6529.0,False,False,False,69091,4.769783251475819,45.58720303856045
14 Rue Romain Rolland / Allée Jean Moulin,Givors,28840.0,False,False,False,69091,4.765136466010553,45.606701705417024
15 Rue Yves Farge / Avenue Danielle Casanova,Givors,8125.0,False,False,False,69091,4.7670926259413635,45.59264504644697
16 Rue Jean Ligonnet / Rue Honoré Pététin,Givors,325.0,False,False,False,69091,4.771045812338369,45.59118026534472
1 Avenue Bergeron,Charbonnières-les-Bains,9955.0,False,False,False,69044,4.743173,45.77748704091213
2 Chemin de la Bressonnière,Charbonnières-les-Bains,1971.0,False,False,False,69044,4.741341000000002,45.778131040912065
3 19 Avenue Lamartine,Charbonnières-les-Bains,5237.0,False,False,True,69044,4.738889000000002,45.78203704091161
4 Chemin de la Bressonnière,Charbonnières-les-Bains,8533.0,False,False,False,69044,4.739742000000001,45.77924204091193
11101 82 Avenue Francis de Pressensé,Vénissieux,6145.0,False,True,False,69259,4.863342950155594,45.72546580939565
30304 78 Boulevard du Docteur Coblod,Vénissieux,4406.0,True,True,False,69259,4.896560522164041,45.69654530179337
40105 0 des rues Jean Cagne / Président Edouard Herriot,Vénissieux,7147.0,False,False,True,69259,4.874321668792213,45.69539357468875
9130 Square Mouriquand,Lyon 9e Arrondissement,6090.71,False,False,False,69389,4.823742274648716,45.795950831463095
41502 0 Square Abbé Pierre,Vénissieux,1996.0,True,False,False,69259,4.872626529645701,45.69799837749865
8282 rue Auguste Pinton,Lyon 8e Arrondissement,1211.93,True,True,False,69388,4.879298542261418,45.73759810656329
58070 Rue Berchet,Lyon 8e Arrondissement,2193.94,False,False,False,69388,4.868721304831126,45.74133174362965
56125 Berges Rénata Tébaldi,Lyon 6e Arrondissement,,False,False,False,69386,4.840792067490868,45.768702849136666
50503 14 Avenue Jean Cagne,Vénissieux,2207.0,False,False,False,69259,4.873188458987169,45.69504782476243
55230 10 Rue des Quatre Colonne,Lyon 5e Arrondissement,,False,False,False,69385,4.811434245833358,45.757634279302174
55219 Quai Fulchiron,Lyon 5e Arrondissement,,False,False,False,69385,4.8233180342681194,45.75397225685292
60903 8 Entre Rue Vladimir Komarov et avenue Jean Moulin,Vénissieux,29322.0,True,True,False,69259,4.875646108425181,45.69046107777523
9125 Rue Hector Berlioz,Lyon 9e Arrondissement,19625.22,True,False,False,69389,4.820061171211323,45.79972359533868
1 27 Avenue du Casino,La Tour-de-Salvagny,178196.0,True,True,True,69250,4.719797000000001,45.80336404090911
2 2 Rue du vingtain,La Tour-de-Salvagny,500.0,False,False,False,69250,4.714576000000002,45.81269304090801
3 Place de la Mairie,La Tour-de-Salvagny,2532.0,True,False,True,69250,4.715240000000001,45.81430204090784
1 137 Avenue du 8 mai 1945,Vaulx-en-Velin,30555.0,True,True,True,69256,4.920499187931365,45.78703997434711
7 Rue Georges Seguin,Vaulx-en-Velin,2883.0,True,False,False,69256,4.920148332442734,45.7818010158344
9 Avenue Eugène Henaff,Vaulx-en-Velin,16801.0,True,False,False,69256,4.927839250029229,45.77479045820862
56124 Berges Marlène Diétrich,Lyon 6e Arrondissement,,False,False,False,69386,4.842535358434801,45.77515885355002
21 4 Rue Maurice Audin,Vaulx-en-Velin,12033.0,True,True,False,69256,4.922113146029787,45.78069456556645
49 4 Rue Maurice Moissonier,Vaulx-en-Velin,1443.0,False,False,False,69256,4.922879683525653,45.75989981419309
50 Avenue du 8 mai 1945,Vaulx-en-Velin,773.0,False,False,False,69256,4.919841487743841,45.786608462164054
51 Promenade Lénine,Vaulx-en-Velin,34067.0,True,False,False,69256,4.9220425109725205,45.777665862838816
52 Place Pasteur,Vaulx-en-Velin,62.0,True,False,False,69256,4.930400893237496,45.7855549149621
53 Rue François Rabelais,Vaulx-en-Velin,1425.0,True,False,False,69256,4.919067667377434,45.78023302565085
54 Avenue Georges Dimitrov,Vaulx-en-Velin,626.0,True,False,False,69256,4.928597427546032,45.77868916523724
55 Rue Emile Zola,Vaulx-en-Velin,3996.0,False,True,False,69256,4.919747286593289,45.777215242631264
56 Place Toni Morrison,Vaulx-en-Velin,1170.0,False,False,False,69256,4.92603908819607,45.77553829799783
60 Rue Jules Romains,Vaulx-en-Velin,2227.0,False,False,False,69256,4.91808105522698,45.77908042769084
62 Place de la Nation,Vaulx-en-Velin,1084.0,False,False,False,69256,4.921666602611622,45.77847350542369
6087 Quai Charles de Gaulle,Lyon 6e Arrondissement,149459.86,False,False,False,69386,4.844802331187761,45.77771208863103
3123 Rue Etienne Dolet,Lyon 3e Arrondissement,4633.74,True,True,True,69383,4.85253757061789,45.75703038405434
51076 Quai Saint Vincent,Lyon 1er Arrondissement,869.27,True,False,True,69381,4.819958160198953,45.768062980516625
51212 Rue de la Vieille,Lyon 1er Arrondissement,436.15,True,False,False,69381,4.827175508661188,45.76896928405446
9336 10 Rue Marietton,Lyon 9e Arrondissement,2601.0,False,False,False,69389,4.7947910231118716,45.77643941372551
58219 Allée Adolphe Lafont,Lyon 8e Arrondissement,3131.52,True,False,False,69388,4.885233655034646,45.73786762737682
59241 Quai de la Gare d'Eau,Lyon 9e Arrondissement,3789.62,True,True,True,69389,4.8087846349665435,45.78051100832009
9088 17 Rue des Deux Amants,Lyon 9e Arrondissement,4191.54,True,False,False,69389,4.795981974314973,45.76836032564321
22 1 Chemin de la Chapelle,Rillieux-la-Pape,1673.0,False,False,True,69286,4.880507094882079,45.8036177628359
54150 Quai Joseph Gillet,Lyon 4e Arrondissement,28850.55,False,True,True,69384,4.819837373182536,45.78922695110707
23 144-339 Chemin de beau regard,Rillieux-la-Pape,180855.0,False,False,False,69286,4.907840372694826,45.836599317688425
54136 Place Emile Chanel,Lyon 4e Arrondissement,1472.91,True,True,False,69384,4.816524652243641,45.778108541906036
4048 58 Rue Hénon,Lyon 4e Arrondissement,2789.73,False,False,True,69384,4.824406438276482,45.77964781876868
55058 Place Benoît Crépu,Lyon 5e Arrondissement,2778.58,True,True,False,69385,4.825951351335735,45.75781827793712
53332 285 Rue Duguesclin,Lyon 3e Arrondissement,1477.8,True,False,False,69383,4.850050314538024,45.75475424155595
58050 Place du 8 Mai 1945,Lyon 8e Arrondissement,21073.12,True,True,False,69388,4.86575713258491,45.728943532098995
5124 11 rue des Macchabées,Lyon 5e Arrondissement,3818.83,False,False,False,69385,4.816895818252985,45.75594938369314
9154 Montée de Balmont,Lyon 9e Arrondissement,6100.22,True,False,False,69389,4.7998984680752645,45.78553740327598
53335 Rue Gandolière,Lyon 3e Arrondissement,475.67,False,False,False,69383,4.8655887100063415,45.75976042702948
1 Ancienne route de Strasbourg,Caluire-et-Cuire,1444.0,False,False,False,69034,4.871252591198026,45.79396888138521
4 Face au 310 avenue Elie Vignal,Caluire-et-Cuire,3323.0,False,False,False,69034,4.851844044003847,45.79313106540651
5 Entre le 308 et le 310 avenue Elie Vignal,Caluire-et-Cuire,1625.0,False,False,False,69034,4.851799417207418,45.7930253692379
7307 34 Rue Clément Marot,Lyon 7e Arrondissement,2073.41,True,True,False,69387,4.833976371715743,45.736429166460425
8210 18 Rue Léo et Maurice Trouilhet,Lyon 8e Arrondissement,1959.28,True,True,False,69388,4.869150412853075,45.74346974806908
58222 Place Julie daubié,Lyon 8e Arrondissement,2287.46,False,True,False,69388,4.882230424585954,45.7333124364712
8252 3 Rue Benoit Bernard,Lyon 8e Arrondissement,1090.43,True,False,False,69388,4.851090868038249,45.73794697775084
5047 49 Montée du Chemin Neuf,Lyon 5e Arrondissement,1096.33,False,False,False,69385,4.823929819437466,45.758587279856194
8085 165 Avenue Général Frère,Lyon 8e Arrondissement,2942.63,True,True,False,69388,4.880906990097697,45.72902784706472
57039 Place Raspail,Lyon 7e Arrondissement,6851.85,True,True,False,69387,4.840291771756796,45.75607049239118
8099 61 Boulevard Ambroise Paré,Lyon 8e Arrondissement,4985.28,True,True,False,69388,4.8803317157982535,45.73365759929908
8062 25 Rue du Premier Film,Lyon 8e Arrondissement,5428.27,False,False,False,69388,4.870079382210948,45.74582587839791
9 73ter Rue Pasteur,Caluire-et-Cuire,3200.0,False,False,False,69034,4.8430893152189185,45.79150915758114
8263 137 rue Bataille,Lyon 8e Arrondissement,1507.02,False,False,False,69388,4.879882785870278,45.73623695199144
8065 15 rue Antoine Fonlupt,Lyon 8e Arrondissement,4405.42,True,True,False,69388,4.853782640168056,45.73633213486161
8029 101 boulevard des Etats Unis,Lyon 8e Arrondissement,2796.05,False,False,False,69388,4.8673011971996205,45.730117567371096
5198 Place du Docteur Schweitzer,Lyon 5e Arrondissement,8539.83,False,True,True,69385,4.785831453308608,45.75523768557257
55026 Place Abée Larue,Lyon 5e Arrondissement,1639.7,True,True,True,69385,4.8185260177677804,45.75576106324955
56087 Rue Michel Rambaud,Lyon 6e Arrondissement,3716.54,False,False,False,69386,4.861640990269823,45.767600334288794
5125 4 Rue de la Bombarde,Lyon 5e Arrondissement,530.91,False,False,False,69385,4.827104387990143,45.76168073379403
59269 75 Rue de Saint Cyr,Lyon 9e Arrondissement,1899.51,False,False,False,69389,4.807169998380902,45.78886463527441
8305 Promenade Juliette Guillot,Lyon 8e Arrondissement,2998.96,True,True,False,69388,4.876221671395029,45.73370001528533
58234 Rue du commandant Caroline Aigle,Lyon 8e Arrondissement,5216.5,True,True,False,69388,4.885383531626086,45.73197461654104
3390 128 Avenue Felix Faure,Lyon 3e Arrondissement,27706.61,True,True,True,69383,4.863210783112748,45.75088884877439
3431 Rue Diday,Lyon 3e Arrondissement,478.1,True,False,False,69383,4.8746557050521755,45.7525476722727
52201 Place Béatrice Artz,Lyon 2e Arrondissement,2730.21,False,False,False,69382,4.815175527762093,45.73479479890447
42 Angle rue de Margnolles et rue Docteur Henri Dor,Caluire-et-Cuire,2544.0,False,False,False,69034,4.8355181202559425,45.783011613406835
43 Square Jean Corbel,Caluire-et-Cuire,11996.0,True,False,False,69034,4.851726972263676,45.79250255526452
44 216 chemin de Wette-Fays,Caluire-et-Cuire,671.0,True,True,False,69034,4.8558178056685355,45.78894624814145
9096 Rue Charles Porcher,Lyon 9e Arrondissement,5126.67,True,False,False,69389,4.837338820781682,45.80242077352544
3190 8 Quai Augagneur,Lyon 3e Arrondissement,3536.79,True,False,False,69383,4.841243295043746,45.7606426875483
5141 34 Rue Commandant Charcot,Lyon 5e Arrondissement,3199.39,True,False,True,69385,4.8070474023346526,45.75492965816572
5145 Place Abbé Larue,Lyon 5e Arrondissement,16254.86,False,False,False,69385,4.81847156930106,45.75566842192817
5266 Rue de l'Antiquaille,Lyon 5e Arrondissement,50321.64,False,False,False,69385,4.82106853980822,45.75840595178067
9118 60 Rue Pierre Baizet,Lyon 9e Arrondissement,1688.77,False,False,False,69389,4.816130351066999,45.794507666059324
9003 54 Montée de l'Observance,Lyon 9e Arrondissement,,False,False,False,69389,4.809880980776408,45.76958660147942
5066 14 Rue Edmond Locard,Lyon 5e Arrondissement,24545.04,True,True,True,69385,4.801715560341002,45.756260744005765
9 45 Rue Pierre Baratin,Villeurbanne,471.42742971,False,False,False,69266,4.900550642273653,45.76321688197552
3 36 Boulevard Emile Bollaert,Bron,178000.0,False,True,True,69029,4.901761482377476,45.71146830150018
2 Rue Jean-Marie Michel,Champagne-au-Mont-d'Or,600.0,False,False,True,69040,4.7903747184,45.79523702439282
6 470 Chemin du Creux,Rillieux-la-Pape,3716.0,True,False,False,69286,4.89270813838643,45.828168827943806
28 1 Petite Rue Pasteur,Villeurbanne,1413.92340639,True,True,False,69266,4.8989786498933325,45.76584531618623
30 Rue Francis de Pressensé,Villeurbanne,7226.57299925,True,False,False,69266,4.879075759190899,45.77318410829323
43 174 Rue Léon Blum,Villeurbanne,211.97733006,False,False,False,69266,4.908085674402331,45.76094084026716
53 17-21 Rue Rouget De l'Isle,Villeurbanne,415339.270511,False,False,False,69266,4.880776513066063,45.787633178119826
182 20 Rue du 8 Mai 1945,Villeurbanne,4296.30593692,True,True,False,69266,4.889348264779056,45.78128775054247
51213 Quai Saint Vincent,Lyon 1er Arrondissement,12317.56,False,True,True,69381,4.831205397232136,45.7648395689467
5 18 Allée des Cyprès,Rillieux-la-Pape,4345.0,True,False,False,69286,4.884695416596328,45.80499957741349
7 52 Montée de Castellane,Rillieux-la-Pape,12841.0,False,True,False,69286,4.8989888022123225,45.81353335418481
1 60 Rue Alexendre BERARD,Rillieux-la-Pape,27289.0,True,False,False,69286,4.896439341970139,45.82128420746019
5056 23 Rue Roger Radisson,Lyon 5e Arrondissement,22320.41,True,True,True,69385,4.8179829555178895,45.757555734750675
5079 39 Rue de Champvert,Lyon 5e Arrondissement,12035.78,True,True,True,69385,4.7958049749956215,45.762032992138344
3 45 Avenue Georges Clemenceau,Saint-Genis-Laval,4894.07,True,False,True,69204,4.795598000000001,45.69802304090316
4 18 Rue de la Croix Rouge,Saint-Genis-Laval,60630.49,False,False,False,69204,4.784917,45.69925604090303
189 2 Rue Richelieu,Villeurbanne,811.7531838,False,False,False,69266,4.87790740289911,45.76268401638664
192 67 Rue Anatole France,Villeurbanne,238.74810409,False,False,False,69266,4.875234172639505,45.767637262338404
193 36 Avenue Paul Krüger,Villeurbanne,7198.34761573,True,True,False,69266,4.895252214309994,45.75628152067289
198 34 Rue de la Soie,Villeurbanne,3022.33113614,False,True,False,69266,4.919180155852439,45.76044173500098
200 Cours Emile Zola,Villeurbanne,2423.9026288,True,True,False,69266,4.869993078036138,45.771431244549575
201 129 Rue Jean Voillot,Villeurbanne,1159.23159989,True,True,False,69266,4.910532286374611,45.755772495142196
202 23 Rue de la Convention,Villeurbanne,80.52138917,False,True,False,69266,4.872198405203471,45.76367006248516
208 Rue Anatole France,Villeurbanne,246.96127617,False,False,False,69266,4.883779316031612,45.76883170344952
279 141 Cours Tolstoï,Villeurbanne,298.42542901,False,False,False,69266,4.885979963439967,45.76094032878518
370 4 Rue Sabine Zlatin,Villeurbanne,2558.30007621,True,True,False,69266,4.918217961880065,45.75409791792091
3412 Av lacassagne,Lyon 3e Arrondissement,315.96,False,False,False,69383,4.874580069197221,45.75027082157204
9052 Avenue de la Sauvegarde,Lyon 9e Arrondissement,11036.78,True,False,False,69389,4.792362724684093,45.78680094503285
7092 34 Rue Jean François Raclet,Lyon 7e Arrondissement,639.33,True,False,False,69387,4.839302716779105,45.73398976333252
3105 78 Bv Vivier Merle,Lyon 3e Arrondissement,540.7,False,False,False,69383,4.8584977202934505,45.75612346355084
9129 30 avenue Joannès Masset,Lyon 9e Arrondissement,1785.95,True,True,False,69389,4.800138385825937,45.76869992154991
5 Chemin de la Bletta,Vaulx-en-Velin,1896332.0,True,True,True,69256,4.941377316058452,45.79791127004262
10 Square Pierre Brossolette,Vaulx-en-Velin,1549.0,False,False,False,69256,4.9308380821487985,45.75640933899356
22 Place Roger Laurent,Vaulx-en-Velin,2090.0,True,False,True,69256,4.919633473459956,45.77117820302463
52023 Place Carnot,Lyon 2e Arrondissement,26500.22,True,True,True,69382,4.8267413490707725,45.7503620797244
9346 Rue Félix Mangini,Lyon 9e Arrondissement,853.47,True,True,False,69389,4.816056096156405,45.79076966058262
51148 Rue lucien Sportisse,Lyon 1er Arrondissement,12087.97,False,False,False,69381,4.828513964957197,45.77106489496395
5342 Avenue Barthélémy Buyer,Lyon 5e Arrondissement,10411.0,False,False,False,69385,4.802935288542036,45.758644632402735
5348 Rue Joliot Curie,Lyon 5e Arrondissement,6034.41,False,False,False,69385,4.782792992960796,45.7543181049624
51045 Place Bellevue,Lyon 1er Arrondissement,3577.47,False,False,False,69381,4.835775267477343,45.77417140173246
5283 40 Montée Saint Barthélémy,Lyon 5e Arrondissement,38796.29,False,False,False,69385,4.824198998681801,45.76202706017004
6 Place Villeroy,Neuville-sur-Saône,7.0,False,True,False,69143,4.839697000000001,45.87565904088316
7 Rue Curie,Neuville-sur-Saône,22.0,False,False,False,69143,4.841106000000001,45.8761780408831
8,Neuville-sur-Saône,2420000.0,False,False,False,69143,4.851643999999999,45.884795040882
