FID,id,nom,desserte,pmr,ascenseur,escalator,gid,last_update,last_update_fme,the_geom,adresse,localise_face_a_adresse,commune,insee,zone
tcl_sytral.tclarret.28453,28453,Le Perreon La Cochère,JD336:A,,,,30310,2025-10-17T05:05:47.976,2025-10-17T05:05:47.976,POINT (4.608200000000001 46.058900040857516),,,,,4
tcl_sytral.tclarret.28454,28454,Le Perreon La Cochère,JD336:R,,,,30311,2025-10-17T05:05:47.976,2025-10-17T05:05:47.976,POINT (4.608200000000001 46.058900040857516),,,,,4
tcl_sytral.tclarret.28455,28455,Le Perreon Le Fond De Vaux,JD336:A,,,,30312,2025-10-17T05:05:47.976,2025-10-17T05:05:47.976,POINT (4.6224 46.0589000408575),,,,,4
tcl_sytral.tclarret.28456,28456,Le Perreon Le Fond De Vaux,JD336:R,,,,30313,2025-10-17T05:05:47.976,2025-10-17T05:05:47.976,POINT (4.6224 46.0589000408575),,,,,4
tcl_sytral.tclarret.28457,28457,Le Perreon Le Ringuet,JD336:A,,,,30314,2025-10-17T05:05:47.977,2025-10-17T05:05:47.977,POINT (4.6182 46.058900040857516),,,,,4
tcl_sytral.tclarret.28458,28458,Le Perreon Le Ringuet,JD336:R,,,,30315,2025-10-17T05:05:47.977,2025-10-17T05:05:47.977,POINT (4.6182 46.058900040857516),,,,,4
tcl_sytral.tclarret.28459,28459,Legny Les Ponts Tarrets,"JD442:A,JD464:A,JD479:A",,,,30316,2025-10-17T05:05:47.977,2025-10-17T05:05:47.977,POINT (4.5761 45.906700040879166),,,,,3
tcl_sytral.tclarret.28460,28460,Legny Les Ponts Tarrets,"JD442:R,JD464:R,JD479:R",,,,30317,2025-10-17T05:05:47.977,2025-10-17T05:05:47.977,POINT (4.576100000000001 45.90710004087912),,,,,3
tcl_sytral.tclarret.28463,28463,Les Ardillats Col. (Rd23),JD366:A,,,,30318,2025-10-17T05:05:47.977,2025-10-17T05:05:47.977,POINT (4.537099999999999 46.20640004083318),,,,,5
tcl_sytral.tclarret.28464,28464,Les Ardillats Col. (Rd23),JD366:R,,,,30319,2025-10-17T05:05:47.977,2025-10-17T05:05:47.977,POINT (4.537099999999999 46.20640004083318),,,,,5
tcl_sytral.tclarret.28468,28468,Les Ardillats Eglise,"JD323:R,JD367:R",,,,30320,2025-10-17T05:05:47.977,2025-10-17T05:05:47.977,POINT (4.5419 46.179400040837876),,,,,5
tcl_sytral.tclarret.28469,28469,Les Ardillats Grand Chemin,"236:A,JD367:A",,,,30321,2025-10-17T05:05:47.977,2025-10-17T05:05:47.977,POINT (4.518800000000001 46.17930004083789),,,,,5
tcl_sytral.tclarret.28470,28470,Les Ardillats Grand Chemin,"236:R,JD367:R",,,,30322,2025-10-17T05:05:47.977,2025-10-17T05:05:47.977,POINT (4.5188999999999995 46.17940004083786),,,,,5
tcl_sytral.tclarret.28477,28477,Les Ardillats La Papeterie,"JD332:A,JD366:A",,,,30323,2025-10-17T05:05:47.977,2025-10-17T05:05:47.977,POINT (4.5592 46.168300040839775),,,,,5
tcl_sytral.tclarret.28478,28478,Les Ardillats La Papeterie,"JD332:R,JD366:R",,,,30324,2025-10-17T05:05:47.977,2025-10-17T05:05:47.977,POINT (4.5592 46.168300040839775),,,,,5
tcl_sytral.tclarret.28481,28481,Les Ardillats La Verrière,"236:A,JD301:A,JD366:A",,,,30325,2025-10-17T05:05:47.977,2025-10-17T05:05:47.977,POINT (4.528099999999999 46.19790004083466),,,,,5
tcl_sytral.tclarret.28482,28482,Les Ardillats La Verrière,"236:R,JD301:R,JD366:R",,,,30326,2025-10-17T05:05:47.977,2025-10-17T05:05:47.977,POINT (4.5281 46.19780004083468),,,,,5
tcl_sytral.tclarret.28485,28485,Les Ardillats Le Perroud,JD366:A,,,,30327,2025-10-17T05:05:47.978,2025-10-17T05:05:47.978,POINT (4.5343 46.188500040836296),,,,,5
tcl_sytral.tclarret.28486,28486,Les Ardillats Le Perroud,JD366:R,,,,30328,2025-10-17T05:05:47.978,2025-10-17T05:05:47.978,POINT (4.5343 46.188500040836296),,,,,5
tcl_sytral.tclarret.28495,28495,Les Ardillats Les Farjats,JD366:A,,,,30329,2025-10-17T05:05:47.978,2025-10-17T05:05:47.978,POINT (4.5486 46.20400004083359),,,,,5
tcl_sytral.tclarret.28496,28496,Les Ardillats Les Farjats,JD366:R,,,,30330,2025-10-17T05:05:47.978,2025-10-17T05:05:47.978,POINT (4.5486 46.20400004083359),,,,,5
tcl_sytral.tclarret.28499,28499,Les Ardillats Les Poudières,"236:A,JD301:A,JD367:A",,,,30331,2025-10-17T05:05:47.978,2025-10-17T05:05:47.978,POINT (4.51 46.18530004083685),,,,,5
tcl_sytral.tclarret.28500,28500,Les Ardillats Les Poudières,"236:R,JD301:R,JD367:R",,,,30332,2025-10-17T05:05:47.978,2025-10-17T05:05:47.978,POINT (4.51 46.18520004083687),,,,,5
tcl_sytral.tclarret.28505,28505,Les Cheres En Braille,"215:A,JD478:A",,,,30333,2025-10-17T05:05:47.978,2025-10-17T05:05:47.978,POINT (4.746600000000001 45.87830004088283),,,,,2
tcl_sytral.tclarret.28506,28506,Les Cheres En Braille,"215:R,JD478:R",,,,30334,2025-10-17T05:05:47.978,2025-10-17T05:05:47.978,POINT (4.7461 45.880100040882596),,,,,2
tcl_sytral.tclarret.28507,28507,Les Cheres Gare Sncf,"JD617:A,JD621:A",,,,30335,2025-10-17T05:05:47.978,2025-10-17T05:05:47.978,POINT (4.7509 45.886100040881836),,,,,2
tcl_sytral.tclarret.28508,28508,Les Cheres Gare Sncf,"JD617:R,JD621:R",,,,30336,2025-10-17T05:05:47.978,2025-10-17T05:05:47.978,POINT (4.7509 45.886100040881836),,,,,2
tcl_sytral.tclarret.25185,25185,Chaussan - Le Bourg,JD512:A,,,,21701,2025-10-17T05:05:47.878,2025-10-17T05:05:47.878,POINT (4.6387 45.63370004090923),,,,,3
tcl_sytral.tclarret.25186,25186,Chaussan - La Roche,"JD512:R,JD512:A",,,,21702,2025-10-17T05:05:47.878,2025-10-17T05:05:47.878,POINT (4.627 45.63360004090925),,,,,3
tcl_sytral.tclarret.25187,25187,Chaussan - St Genoux,"JD512:R,JD512:A",,,,21703,2025-10-17T05:05:47.878,2025-10-17T05:05:47.878,POINT (4.614800000000001 45.63870004090879),,,,,3
tcl_sytral.tclarret.25188,25188,Rontalon - Le Surgeon,JD512:R,,,,21704,2025-10-17T05:05:47.878,2025-10-17T05:05:47.878,POINT (4.607 45.647700040907964),,,,,3
tcl_sytral.tclarret.28509,28509,Les Cheres Bourg,"215:A,JD478:A,JD617:A,JD621:A,JD865:A",true,,,30337,2025-10-17T05:05:47.978,2025-10-17T05:05:47.978,POINT (4.7429 45.889400040881405),,,,,2
tcl_sytral.tclarret.28510,28510,Les Cheres Bourg,"215:R,JD478:R,JD617:R,JD621:R,JD865:R",true,,,30338,2025-10-17T05:05:47.978,2025-10-17T05:05:47.978,POINT (4.742799999999999 45.890100040881315),,,,,2
tcl_sytral.tclarret.28511,28511,Les Cheres Le Graveyron,"215:A,JD478:A",,,,30339,2025-10-17T05:05:47.978,2025-10-17T05:05:47.978,POINT (4.7388 45.899600040880095),,,,,2
tcl_sytral.tclarret.28512,28512,Les Cheres Le Graveyron,"215:R,JD478:R",,,,30340,2025-10-17T05:05:47.978,2025-10-17T05:05:47.978,POINT (4.738800000000001 45.89990004088006),,,,,2
tcl_sytral.tclarret.26132,26132,Craponne - Bergeron,247:A,true,,,24491,2025-10-17T05:05:48.429,2025-10-17T05:05:48.429,POINT (4.721985999999999 45.74583104089825),,,,,1
tcl_sytral.tclarret.26133,26133,Craponne - Bergeron,247:R,true,,,24492,2025-10-17T05:05:48.429,2025-10-17T05:05:48.429,POINT (4.722021 45.74580404089825),,,,,1
tcl_sytral.tclarret.26134,26134,Grezieu - Eveillier,222:A,true,,,24493,2025-10-17T05:05:48.429,2025-10-17T05:05:48.429,POINT (4.694655 45.74899104089791),,,,,2
tcl_sytral.tclarret.26135,26135,Grezieu - Eveillier,222:R,,,,24494,2025-10-17T05:05:48.429,2025-10-17T05:05:48.429,POINT (4.694494000000001 45.74893604089793),,,,,2
tcl_sytral.tclarret.28513,28513,Letra Centre,JD448:A,,,,30341,2025-10-17T05:05:47.979,2025-10-17T05:05:47.979,POINT (4.5238000000000005 45.9627000408716),,,,,4
tcl_sytral.tclarret.28514,28514,Letra Centre,"JD446:R,JD448:R",,,,30342,2025-10-17T05:05:47.979,2025-10-17T05:05:47.979,POINT (4.5238000000000005 45.9627000408716),,,,,4
tcl_sytral.tclarret.28516,28516,Letra Le Philippe,"JD446:R,JD448:R",,,,30344,2025-10-17T05:05:47.979,2025-10-17T05:05:47.979,POINT (4.5303 45.96340004087151),,,,,4
tcl_sytral.tclarret.28517,28517,Letra La Gabaudière,"JD446:A,JD469:A",,,,30345,2025-10-17T05:05:47.979,2025-10-17T05:05:47.979,POINT (4.516 45.96160004087176),,,,,4
tcl_sytral.tclarret.28518,28518,Letra La Gabaudière,"JD446:R,JD469:R",,,,30346,2025-10-17T05:05:47.979,2025-10-17T05:05:47.979,POINT (4.516 45.96160004087176),,,,,4
tcl_sytral.tclarret.28519,28519,Letra Le Pont,"JD446:A,JD469:A",,,,30347,2025-10-17T05:05:47.979,2025-10-17T05:05:47.979,POINT (4.5116000000000005 45.96470004087133),,,,,4
tcl_sytral.tclarret.28520,28520,Letra Le Pont,"JD446:R,JD469:R",,,,30348,2025-10-17T05:05:47.979,2025-10-17T05:05:47.979,POINT (4.5116000000000005 45.96470004087133),,,,,4
tcl_sytral.tclarret.28521,28521,Letra  Les Volets Verts,"JD448:A,JD469:A",,,,30349,2025-10-17T05:05:47.979,2025-10-17T05:05:47.979,POINT (4.5261 45.953600040872864),,,,,4
tcl_sytral.tclarret.28522,28522,Letra Les Volets Verts,"JD446:R,JD448:R,JD469:R",,,,30350,2025-10-17T05:05:47.979,2025-10-17T05:05:47.979,POINT (4.5261 45.953600040872864),,,,,4
tcl_sytral.tclarret.28523,28523,Limas Collège Maurice Utrillo,"JD464:A,JD465:A,JD466:A,JD483:A",,,,30351,2025-10-17T05:05:47.979,2025-10-17T05:05:47.979,POINT (4.701200000000001 45.98020004086915),,,,,4
tcl_sytral.tclarret.28524,28524,Limas Collège Maurice Utrillo,"JD464:R,JD465:R,JD466:R,JD483:R",,,,30352,2025-10-17T05:05:47.979,2025-10-17T05:05:47.979,POINT (4.701200000000001 45.98020004086915),,,,,4
tcl_sytral.tclarret.28527,28527,Limas Le Martelet,218:A,true,,,30353,2025-10-17T05:05:47.979,2025-10-17T05:05:47.979,POINT (4.716300000000001 45.978800040869345),,,,,4
tcl_sytral.tclarret.28528,28528,Limas Le Martelet,218:R,true,,,30354,2025-10-17T05:05:47.979,2025-10-17T05:05:47.979,POINT (4.7159 45.978800040869345),,,,,4
tcl_sytral.tclarret.28529,28529,Limas Le Parasoleil,"204:A,215:A,JD473:A,JD618:A,JD848:A",,,,30355,2025-10-17T05:05:47.979,2025-10-17T05:05:47.979,POINT (4.7167 45.970300040870534),,,,,4
tcl_sytral.tclarret.28530,28530,Limas Le Parasoleil,"204:R,215:R,JD473:R,JD618:R,JD848:R",,,,30356,2025-10-17T05:05:47.98,2025-10-17T05:05:47.98,POINT (4.716900000000001 45.97050004087051),,,,,4
tcl_sytral.tclarret.28531,28531,Limas Verdelet,"218:A,JD461:A,JD462:A",,,,30357,2025-10-17T05:05:47.98,2025-10-17T05:05:47.98,POINT (4.7077 45.977500040869536),,,,,4
tcl_sytral.tclarret.28532,28532,Limas Verdelet,"218:R,JD461:R,JD462:R,JD477:R",,,,30358,2025-10-17T05:05:47.98,2025-10-17T05:05:47.98,POINT (4.7077 45.977500040869536),,,,,4
tcl_sytral.tclarret.28533,28533,Limonest La Gabrielle,204:A,true,,,30359,2025-10-17T05:05:47.98,2025-10-17T05:05:47.98,POINT (4.7797 45.808200040891315),,,,,1
tcl_sytral.tclarret.28534,28534,Limonest La Gabrielle,204:R,true,,,30360,2025-10-17T05:05:47.98,2025-10-17T05:05:47.98,POINT (4.7802 45.80780004089138),,,,,1
tcl_sytral.tclarret.28535,28535,Limonest Parc Des Tuileries,JD473:A,,,,30361,2025-10-17T05:05:47.98,2025-10-17T05:05:47.98,POINT (4.7662 45.822300040889665),,,,,1
tcl_sytral.tclarret.28536,28536,Limonest Parc Des Tuileries,"204:R,215:R",,,,30362,2025-10-17T05:05:47.98,2025-10-17T05:05:47.98,POINT (4.7662 45.822300040889665),,,,,1
tcl_sytral.tclarret.28537,28537,Lissieu Centre,"215:A,JD839:A",,,,30363,2025-10-17T05:05:47.98,2025-10-17T05:05:47.98,POINT (4.742300000000001 45.86480004088452),,,,,2
tcl_sytral.tclarret.28538,28538,Lissieu Centre,"215:R,JD839:R",,,,30364,2025-10-17T05:05:47.98,2025-10-17T05:05:47.98,POINT (4.742400000000001 45.8658000408844),,,,,2
tcl_sytral.tclarret.28539,28539,Lissieu La Reserve,"215:A,JD839:A",,,,30365,2025-10-17T05:05:47.98,2025-10-17T05:05:47.98,POINT (4.7394 45.85800004088535),,,,,2
tcl_sytral.tclarret.28540,28540,Lissieu La Reserve,"215:R,JD839:R",,,,30366,2025-10-17T05:05:47.98,2025-10-17T05:05:47.98,POINT (4.739199999999999 45.85760004088541),,,,,2
tcl_sytral.tclarret.28541,28541,Lissieu Le Bois Dieu,"204:A,215:A,JD473:A",true,,,30367,2025-10-17T05:05:47.98,2025-10-17T05:05:47.98,POINT (4.7372 45.84020004088753),,,,,2
tcl_sytral.tclarret.28542,28542,Lissieu Le Bois Dieu,"204:R,215:R,JD473:R",true,,,30368,2025-10-17T05:05:47.98,2025-10-17T05:05:47.98,POINT (4.736999999999999 45.84070004088748),,,,,2
tcl_sytral.tclarret.28543,28543,Lissieu Le Nelie,"215:A,JD839:A",,,,30369,2025-10-17T05:05:47.98,2025-10-17T05:05:47.98,POINT (4.732899999999998 45.84880004088648),,,,,2
tcl_sytral.tclarret.28544,28544,Lissieu Le Nelie,"215:R,JD839:R",,,,30370,2025-10-17T05:05:47.981,2025-10-17T05:05:47.981,POINT (4.7337 45.85100004088622),,,,,2
tcl_sytral.tclarret.28545,28545,Lissieu Montluzin,"215:A,JD623:A",,,,30371,2025-10-17T05:05:47.981,2025-10-17T05:05:47.981,POINT (4.748100000000002 45.8713000408837),,,,,2
tcl_sytral.tclarret.28546,28546,Lissieu Montluzin,"215:R,JD623:R",,,,30372,2025-10-17T05:05:47.981,2025-10-17T05:05:47.981,POINT (4.7486 45.871200040883714),,,,,2
tcl_sytral.tclarret.28547,28547,Lozanne Belle Etoile,"JD602:A,JD615:A",,,,30373,2025-10-17T05:05:47.981,2025-10-17T05:05:47.981,POINT (4.684400000000001 45.863000040884764),,,,,2
tcl_sytral.tclarret.28548,28548,Lozanne Belle Etoile,"JD602:R,JD615:R",,,,30374,2025-10-17T05:05:47.981,2025-10-17T05:05:47.981,POINT (4.684400000000001 45.863000040884764),,,,,2
tcl_sytral.tclarret.28551,28551,Lozanne Bois Du Four,JD601:A,,,,30375,2025-10-17T05:05:47.981,2025-10-17T05:05:47.981,POINT (4.681800000000001 45.85320004088595),,,,,2
tcl_sytral.tclarret.28552,28552,Lozanne Bois Du Four,JD601:R,,,,30376,2025-10-17T05:05:47.981,2025-10-17T05:05:47.981,POINT (4.681800000000001 45.85320004088595),,,,,2
tcl_sytral.tclarret.28553,28553,Lozanne Ecole,JD600:A,,,,30377,2025-10-17T05:05:47.981,2025-10-17T05:05:47.981,POINT (4.6800999999999995 45.85740004088543),,,,,2
tcl_sytral.tclarret.28554,28554,Lozanne Ecole,JD601:R,,,,30378,2025-10-17T05:05:47.981,2025-10-17T05:05:47.981,POINT (4.6800999999999995 45.85740004088543),,,,,2
tcl_sytral.tclarret.28555,28555,Lozanne Eglise,JD602:A,,,,30379,2025-10-17T05:05:47.981,2025-10-17T05:05:47.981,POINT (4.684400000000001 45.86240004088482),,,,,2
tcl_sytral.tclarret.28556,28556,Lozanne Eglise,JD602:R,,,,30380,2025-10-17T05:05:47.981,2025-10-17T05:05:47.981,POINT (4.684400000000001 45.86240004088482),,,,,2
tcl_sytral.tclarret.28557,28557,Lozanne La Poste,"218:A,JD600:A,JD615:A",true,,,30381,2025-10-17T05:05:47.981,2025-10-17T05:05:47.981,POINT (4.681299999999999 45.85500004088571),,,,,2
tcl_sytral.tclarret.28558,28558,Lozanne La Poste,"218:R,JD600:R,JD615:R",true,,,30382,2025-10-17T05:05:47.981,2025-10-17T05:05:47.981,POINT (4.681299999999999 45.85500004088571),,,,,2
tcl_sytral.tclarret.28559,28559,Lozanne La Roue,JD601:A,,,,30383,2025-10-17T05:05:47.981,2025-10-17T05:05:47.981,POINT (4.6823999999999995 45.852800040886),,,,,2
tcl_sytral.tclarret.28561,28561,Lozanne La Sautière,JD601:R,,,,30385,2025-10-17T05:05:47.982,2025-10-17T05:05:47.982,POINT (4.6866 45.85040004088629),,,,,2
tcl_sytral.tclarret.28562,28562,Lozanne La Sautière,JD601:A,,,,30386,2025-10-17T05:05:47.982,2025-10-17T05:05:47.982,POINT (4.6866 45.850500040886274),,,,,2
tcl_sytral.tclarret.28563,28563,Lozanne Le Moulin,"JD461:A,JD600:A,JD848:A",,,,30387,2025-10-17T05:05:47.982,2025-10-17T05:05:47.982,POINT (4.6791 45.85580004088563),,,,,2
tcl_sytral.tclarret.1105,1105,Gratte Ciel,69:R,true,,,29667,2025-10-17T05:05:48.43,2025-10-17T05:05:48.43,POINT (4.882172797385 45.768668498459775),,,,,1
tcl_sytral.tclarret.25227,25227,Chabaniere - St-D. Marin,JD531:A,,,,21815,2025-10-17T05:05:47.886,2025-10-17T05:05:47.886,POINT (4.607399999999999 45.605500040911686),,,,,3
tcl_sytral.tclarret.25228,25228,Chabaniere - St-D. R. Le Bas,JD531:A,,,,21816,2025-10-17T05:05:47.886,2025-10-17T05:05:47.886,POINT (4.608100000000001 45.60730004091155),,,,,3
tcl_sytral.tclarret.25229,25229,Chabaniere - St-D. Vendessieux,JD531:A,,,,21817,2025-10-17T05:05:47.886,2025-10-17T05:05:47.886,POINT (4.6158 45.609600040911346),,,,,3
tcl_sytral.tclarret.25230,25230,Chabaniere - St-S. Les Charpes,JD531:A,,,,21818,2025-10-17T05:05:47.886,2025-10-17T05:05:47.886,POINT (4.61806 45.611750040911154),,,,,3
tcl_sytral.tclarret.23891,23891,Beauvallon Le Bourg,"JD723:A,JD724:A,JD727:A,JD734:R",true,,,24530,2025-10-17T05:05:48.437,2025-10-17T05:05:48.437,POINT (4.7295 45.60723304091156),,,,,3
tcl_sytral.tclarret.23892,23892,Beauvallon Le Bourg,"JD723:R,JD724:R,JD727:R,JD734:A",true,,,24531,2025-10-17T05:05:48.437,2025-10-17T05:05:48.437,POINT (4.7297020000000005 45.60725104091154),,,,,3
tcl_sytral.tclarret.23893,23893,Beauvallon Pilat,"JD703:A,JD734:A",true,,,24532,2025-10-17T05:05:48.438,2025-10-17T05:05:48.438,POINT (4.728958999999999 45.60711604091155),,,,,3
tcl_sytral.tclarret.23894,23894,Beauvallon Pilat,"JD703:R,JD734:R",true,,,24533,2025-10-17T05:05:48.438,2025-10-17T05:05:48.438,POINT (4.728349 45.606966040911566),,,,,3
tcl_sytral.tclarret.28564,28564,Lozanne Le Moulin,"JD461:R,JD600:R,JD849:R",,,,30388,2025-10-17T05:05:47.982,2025-10-17T05:05:47.982,POINT (4.6791 45.85580004088563),,,,,2
tcl_sytral.tclarret.28565,28565,Lozanne Les Peupliers,"JD600:A,JD615:A",,,,30389,2025-10-17T05:05:47.982,2025-10-17T05:05:47.982,POINT (4.688400000000001 45.85560004088566),,,,,2
tcl_sytral.tclarret.28566,28566,Lozanne Les Peupliers,"JD600:R,JD615:R",,,,30390,2025-10-17T05:05:47.982,2025-10-17T05:05:47.982,POINT (4.687900000000001 45.855700040885644),,,,,2
tcl_sytral.tclarret.28567,28567,Lozanne Les Roches,JD602:A,,,,30391,2025-10-17T05:05:47.982,2025-10-17T05:05:47.982,POINT (4.6842999999999995 45.858700040885275),,,,,2
tcl_sytral.tclarret.28568,28568,Lozanne Les Roches,JD602:R,,,,30392,2025-10-17T05:05:47.982,2025-10-17T05:05:47.982,POINT (4.6842999999999995 45.858700040885275),,,,,2
tcl_sytral.tclarret.28569,28569,Lucenay Chemin De Lucenay,215:A,,,,30393,2025-10-17T05:05:47.982,2025-10-17T05:05:47.982,POINT (4.734 45.910900040878616),,,,,3
tcl_sytral.tclarret.28570,28570,Lucenay Chemin De Lucenay,215:R,,,,30394,2025-10-17T05:05:47.982,2025-10-17T05:05:47.982,POINT (4.7341 45.91090004087862),,,,,3
tcl_sytral.tclarret.28571,28571,Lucenay La Fontaine,"204:A,JD438:A,JD473:A,JD618:A,JD848:A",,,,30395,2025-10-17T05:05:47.982,2025-10-17T05:05:47.982,POINT (4.705800000000001 45.92180004087719),,,,,3
tcl_sytral.tclarret.28572,28572,Lucenay La Fontaine,"204:R,JD438:R,JD473:R,JD618:R,JD848:R",,,,30396,2025-10-17T05:05:47.982,2025-10-17T05:05:47.982,POINT (4.706 45.92220004087712),,,,,3
tcl_sytral.tclarret.28573,28573,Lucenay Le Plantay,"204:A,JD438:A,JD473:A,JD618:A,JD848:A,JD864:A",true,,,30397,2025-10-17T05:05:47.982,2025-10-17T05:05:47.982,POINT (4.704400000000001 45.91550004087803),,,,,3
tcl_sytral.tclarret.28574,28574,Lucenay Le Plantay,"204:R,JD438:R,JD473:R,JD618:R,JD848:R,JD864:R",true,,,30398,2025-10-17T05:05:47.983,2025-10-17T05:05:47.983,POINT (4.704200000000001 45.91520004087805),,,,,3
tcl_sytral.tclarret.28575,28575,Lucenay Les Terres Morel,"204:A,JD438:A,JD473:A,JD618:A,JD622:A,JD848:A,JD864:A",,,,30399,2025-10-17T05:05:47.983,2025-10-17T05:05:47.983,POINT (4.7014 45.907300040879086),,,,,3
tcl_sytral.tclarret.28576,28576,Lucenay Les Terres Morel,"204:R,JD438:R,JD473:R,JD618:R,JD622:R,JD848:R",,,,30400,2025-10-17T05:05:47.983,2025-10-17T05:05:47.983,POINT (4.701100000000001 45.90660004087918),,,,,3
tcl_sytral.tclarret.28577,28577,Lucenay Mairie,"204:A,JD438:A,JD473:A,JD618:A,JD622:A,JD848:A,JD864:A",,,,30401,2025-10-17T05:05:47.983,2025-10-17T05:05:47.983,POINT (4.702 45.91170004087852),,,,,3
tcl_sytral.tclarret.28578,28578,Lucenay Mairie,"204:R,JD438:R,JD473:R,JD618:R,JD622:R,JD848:R,JD864:R",,,,30402,2025-10-17T05:05:47.983,2025-10-17T05:05:47.983,POINT (4.7019 45.91130004087857),,,,,3
tcl_sytral.tclarret.28579,28579,Lyon Duchère Lanessan,204:A,,,,30403,2025-10-17T05:05:47.983,2025-10-17T05:05:47.983,POINT (4.7973 45.79150004089323),,,,,1
tcl_sytral.tclarret.28581,28581,Lyon Duchère Martinière,"JD839:A,JD848:A,JD849:A",,,,30404,2025-10-17T05:05:47.983,2025-10-17T05:05:47.983,POINT (4.795300000000001 45.78640004089382),,,,,1
tcl_sytral.tclarret.28582,28582,Lyon Duchère Martinière,"JD839:R,JD848:R,JD849:R",,,,30405,2025-10-17T05:05:47.983,2025-10-17T05:05:47.983,POINT (4.795300000000001 45.78640004089382),,,,,1
tcl_sytral.tclarret.28583,28583,Lyon Gare De Vaise G. Collomb,"204:A,215:A",,,,30406,2025-10-17T05:05:47.983,2025-10-17T05:05:47.983,POINT (4.8051 45.781500040894365),,,,,1
tcl_sytral.tclarret.28584,28584,Lyon Gare De Vaise G. Collomb,"204:R,215:R",,,,30407,2025-10-17T05:05:47.983,2025-10-17T05:05:47.983,POINT (4.8051 45.781500040894365),,,,,1
tcl_sytral.tclarret.28587,28587,Marcilly Entrée Village,"JD617:A,JD621:A,JD623:A,JD624:A,JD849:A,JD864:A",,,,30408,2025-10-17T05:05:47.983,2025-10-17T05:05:47.983,POINT (4.732700000000001 45.87120004088372),,,,,2
tcl_sytral.tclarret.28588,28588,Marcilly Entrée Village,"JD621:R,JD623:R,JD624:R,JD848:R,JD864:R",,,,30409,2025-10-17T05:05:47.983,2025-10-17T05:05:47.983,POINT (4.732700000000001 45.87120004088372),,,,,2
tcl_sytral.tclarret.28589,28589,Marcilly Place Des Tilleuls,"JD617:A,JD621:A,JD623:A,JD624:A,JD849:A,JD864:A",,,,30410,2025-10-17T05:05:47.983,2025-10-17T05:05:47.983,POINT (4.7271 45.871800040883635),,,,,2
tcl_sytral.tclarret.28590,28590,Marcilly Place Des Tilleuls,"JD617:R,JD621:R,JD623:R,JD624:R,JD848:R,JD864:R",,,,30411,2025-10-17T05:05:47.983,2025-10-17T05:05:47.983,POINT (4.7271 45.871800040883635),,,,,2
tcl_sytral.tclarret.28585,28585,Marchampt Bourg,"JD368:A,JD373:A",,,,30413,2025-10-17T05:05:47.984,2025-10-17T05:05:47.984,POINT (4.572899999999998 46.11140004084922),,,,,5
tcl_sytral.tclarret.28586,28586,Marchampt Bourg,"JD368:R,JD373:R",,,,30414,2025-10-17T05:05:47.984,2025-10-17T05:05:47.984,POINT (4.572899999999998 46.11140004084922),,,,,5
tcl_sytral.tclarret.28593,28593,Marcy Place,"218:A,JD434:A,JD461:A,JD462:A,JD615:A",,,,30415,2025-10-17T05:05:47.984,2025-10-17T05:05:47.984,POINT (4.6808 45.914900040878095),,,,,3
tcl_sytral.tclarret.28594,28594,Marcy Place,"218:R,JD434:R,JD461:R,JD462:R,JD615:R",,,,30416,2025-10-17T05:05:47.984,2025-10-17T05:05:47.984,POINT (4.6808 45.914900040878095),,,,,3
tcl_sytral.tclarret.28595,28595,Moire Bussy,JD447:A,,,,30417,2025-10-17T05:05:47.984,2025-10-17T05:05:47.984,POINT (4.5988999999999995 45.93800004087501),,,,,3
tcl_sytral.tclarret.28597,28597,Moire Bourg,"219:A,JD447:A,JD470:A",,,,30418,2025-10-17T05:05:47.984,2025-10-17T05:05:47.984,POINT (4.6041 45.92720004087645),,,,,3
tcl_sytral.tclarret.28598,28598,Moire Bourg,"219:R,JD447:R,JD470:R",,,,30419,2025-10-17T05:05:47.984,2025-10-17T05:05:47.984,POINT (4.604 45.92720004087646),,,,,3
tcl_sytral.tclarret.28599,28599,Moire Les Perottes,JD447:A,,,,30420,2025-10-17T05:05:47.984,2025-10-17T05:05:47.984,POINT (4.6013 45.93290004087569),,,,,3
tcl_sytral.tclarret.28603,28603,Montmelas-St-Sorlin Bourg,"JD465:A,JD466:A",,,,30421,2025-10-17T05:05:47.984,2025-10-17T05:05:47.984,POINT (4.61 46.015000040864116),,,,,4
tcl_sytral.tclarret.28604,28604,Montmelas-St-Sorlin Bourg,JD466:R,,,,30422,2025-10-17T05:05:47.984,2025-10-17T05:05:47.984,POINT (4.61 46.015100040864105),,,,,4
tcl_sytral.tclarret.28605,28605,Montmelas-St-Sorlin Le Clerjon,JD466:A,,,,30423,2025-10-17T05:05:47.984,2025-10-17T05:05:47.984,POINT (4.6058 46.01200004086456),,,,,4
tcl_sytral.tclarret.28606,28606,Montmelas-St-Sorlin Le Clerjon,JD466:R,,,,30424,2025-10-17T05:05:47.984,2025-10-17T05:05:47.984,POINT (4.6058 46.01210004086454),,,,,4
tcl_sytral.tclarret.25233,25233,Ste-Catherine - Eglise,"JD531:A,JD544:A",,,,21819,2025-10-17T05:05:47.886,2025-10-17T05:05:47.886,POINT (4.570499999999999 45.5996000409122),,,,,3
tcl_sytral.tclarret.25609,25609,Tassin - Aquavert,"247:R,C202:A,JD698:A",true,,,21820,2025-10-17T05:05:47.886,2025-10-17T05:05:47.886,POINT (4.771300000000001 45.75230004089756),,,,,1
