FID,uid,id_ariane,nom,num,numvoie,voie,codepost,commune,code_insee,reglement,surf_tot_m2,gestion,ann_ouvert,clos,openinghoursspecification,precision_horaires,acces,circulation,label,type_equip,eau,toilettes,chien,esp_can,photo,gid,the_geom,openinghours,last_update_fme,horaires
com_donnees_communales.comparcjardin_1_0_0.404,PAR-69266-180,,Jardin de poche Bienvenus Perroncel,180,132,Rue des Bienvenus,69100,Villeurbanne,69266,Oui,365.93432899,Commune,2011,Oui,,,Piéton,Piéton,Non,Aire de jeux,Non,Non,Non,Oui,0,404,"MULTIPOLYGON (((4.884028681694316 45.7763328784923, 4.8841467637010485 45.776348294170035, 4.884185143256991 45.77614056148238, 4.8840830902603845 45.776112280038845, 4.884028681694316 45.7763328784923)), ((4.884143874930443 45.776015600333, 4.884172631930598 45.77602160444735, 4.884227331944567 45.77599603792547, 4.8842319740001905 45.77597089788694, 4.884251900693111 45.77586296647889, 4.8842644863009745 45.77579012554314, 4.88418887976613 45.775783187079675, 4.884174546078406 45.77585758700147, 4.884143874930443 45.776015600333)))","[""Oct-Mar 08:00-19:00"", ""Apr-Sep 08:00-22:00""]",2022-06-07T17:46:57.734,Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00
com_donnees_communales.comparcjardin_1_0_0.408,PAR-69266-187,,Square Alice et Andre Vansteenberghe,187,11,Rue Château Gaillard,69100,Villeurbanne,69266,Oui,3053.86630014,Commune,1991,Oui,,,Piéton,Piéton,Non,Fontaine-Aire de jeux,Oui,Non,Non,Non,0,408,"MULTIPOLYGON (((4.8836459645795225 45.77927979593149, 4.883529629895415 45.77982615010771, 4.883842667947215 45.77987038068175, 4.8838902298996425 45.77987706366119, 4.884118254173088 45.77991019024582, 4.884220840705714 45.77992361241358, 4.884330324598611 45.77949437492309, 4.884302763148507 45.779485740935904, 4.883800929001951 45.77932826278534, 4.8836459645795225 45.77927979593149)))","[""Oct-Mar 08:00-19:00"", ""Apr-Sep 08:00-22:00""]",2022-06-07T17:46:57.736,Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00
com_donnees_communales.comparcjardin_1_0_0.412,PAR-69266-194,,Square du 19 mars 1962,194,,Rue Francis de Pressensé,69100,Villeurbanne,69266,Oui,1955.6250002,Commune,1961,Oui,,,Piéton,Piéton,Non,,Non,Non,Non,Non,0,412,"MULTIPOLYGON (((4.88925320088037 45.7697965374962, 4.889006599175938 45.76976058008491, 4.889151105523216 45.77035859338892, 4.8893504581977005 45.770210918185164, 4.88971741264001 45.76993886481723, 4.889720438511507 45.76986501180725, 4.88925320088037 45.7697965374962)))","[""Oct-Mar 08:00-19:00"", ""Apr-Sep 08:00-22:00""]",2022-06-07T17:46:57.738,Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00
com_donnees_communales.comparcjardin_1_0_0.348,PAR-69381-01054,S8197,Square R. Duplat,1054,27,rue Pierre Dupont,69001,Lyon 1er Arrondissement,69381,oui,15747.35,Espaces Verts,,oui,,,Piéton,,non,Aire de jeux,oui,non,Non,Non,0,348,"MULTIPOLYGON (((4.820685511544825 45.7712945504882, 4.820604984861233 45.771411985849795, 4.820964031233788 45.77153705810248, 4.820949990328683 45.77155604810796, 4.821106889944608 45.771611048263495, 4.8210529784137846 45.771685082273386, 4.821038599666667 45.77172034191574, 4.821090153936552 45.77173655324015, 4.821181619740888 45.771768750028336, 4.8211813795569425 45.77176911387843, 4.8211885311388425 45.771771699470094, 4.821189764931586 45.77177005969657, 4.821253532352075 45.77176156900812, 4.821389297965822 45.77157498286645, 4.821369665285224 45.77153317637935, 4.820685511544825 45.7712945504882)))",[],2025-07-25T08:55:31.847,
com_donnees_communales.comparcjardin_1_0_0.328,PAR-69381-51052,S8440,Place des Chartreux,51052,,Place des Chartreux,69001,Lyon 1er Arrondissement,69381,oui,710,Espaces Verts,,oui,,,Piéton,,non,Aire de jeux,non,non,Non,Non,0,328,"MULTIPOLYGON (((4.82167928272507 45.77071271614104, 4.821686514232141 45.77072133052529, 4.821695706081924 45.770727123477705, 4.82171014663912 45.770728242323074, 4.82172153871213 45.7707267099232, 4.821729360780874 45.77072199461869, 4.821756196022118 45.77064209362121, 4.821756594390027 45.77063830717772, 4.821756013708802 45.77063651644275, 4.821753850477737 45.77063313101529, 4.82175181027512 45.77062965361658, 4.821746674841606 45.770626225770556, 4.821741106106211 45.770624964898786, 4.820994792892966 45.77051450830441, 4.820996591779312 45.77050646937929, 4.820997365163917 45.77050258693635, 4.820994325544043 45.770500205536926, 4.820990828899499 45.77049954148054, 4.82096673965305 45.77049434687623, 4.820953747088241 45.77049428478488, 4.820950406403769 45.77049811830894, 4.820947572531895 45.770502033724235, 4.820914255801439 45.77061200874704, 4.8209153609044675 45.77061442110491, 4.820916976121266 45.77061646529366, 4.820919997928848 45.77061857697556, 4.820926009573885 45.77062127082443, 4.8209556235003665 45.770626377030055, 4.820959585997157 45.77062559360813, 4.820966432158303 45.770622694004636, 4.820968800190588 45.770620226068395, 4.82097250109157 45.770611436694445, 4.82167928272507 45.77071271614104)))",[],2025-07-25T08:55:31.848,
com_donnees_communales.comparcjardin_1_0_0.211,PAR-69383-03034,S8334,Parc Georges Bazin,3034,16,Avenue des Acacias,69003,Lyon 3e Arrondissement,69383,oui,30921.01,Espaces Verts,,oui,"[{""opens"": ""8:00"", ""closes"": ""22:00"", ""dayOfWeek"": [""http://schema.org/Monday"", ""http://schema.org/Tuesday"", ""http://schema.org/Wednesday"", ""http://schema.org/Thursday"", ""http://schema.org/Friday"", ""http://schema.org/Saturday"", ""http://schema.org/Sunday""]}]",,Piéton,,non,Aire de jeux,oui,oui,Oui,Oui,0,211,"MULTIPOLYGON (((4.881680155125889 45.75161986330029, 4.881640079975153 45.751666787918055, 4.881708838464654 45.75185267742028, 4.881712083090441 45.75186108405911, 4.881955833546398 45.75182285038428, 4.881987429630277 45.751818007485866, 4.8820719645041315 45.75180472842305, 4.882096647129702 45.75180089991229, 4.882127085926611 45.751796166125914, 4.8822946175480855 45.7517699031888, 4.882470852235113 45.75174232593368, 4.882646147801456 45.751713593901954, 4.882736159445509 45.75169887364729, 4.882758010004145 45.75178626525528, 4.882841985824359 45.752122027847754, 4.882858061092907 45.75218683418764, 4.882875586693488 45.75225647669983, 4.8829047183313925 45.752372908847434, 4.882922112166948 45.752442643537435, 4.882926875957981 45.75246191540329, 4.882954229691063 45.75257126670412, 4.8829674575999595 45.75262423972031, 4.8829976318981965 45.75274488474427, 4.883026484847463 45.7528605114465, 4.8830447588826145 45.75293338166616, 4.883117879809798 45.75322558213437, 4.883122061143528 45.753242793557924, 4.882989405481508 45.75339205493172, 4.882850763594375 45.75332972737863, 4.88255148804047 45.75323180670116, 4.882262848177338 45.75314018950807, 4.881952491855012 45.75306054130161, 4.881647641406289 45.75299547172764, 4.881329317865228 45.752938634466354, 4.881012552906579 45.75289356098362, 4.880900984427275 45.75287920519624, 4.880681843103224 45.75286968793934, 4.880430965480308 45.75285340461963, 4.879974074949775 45.75281631474049, 4.879871832264215 45.75281161418245, 4.879805773334787 45.75280865568388, 4.879659169790492 45.752799917820745, 4.879653510668797 45.75277301035455, 4.8796205499615155 45.75261541926715, 4.879614134073204 45.752585284186395, 4.879612881207762 45.75257855464396, 4.87953659489168 45.75221485193509, 4.879847060420303 45.75216481009517, 4.8798989987571115 45.75215711152122, 4.880303486873155 45.75208904395872, 4.880316807367744 45.752087473725425, 4.880534710446679 45.75205264048562, 4.880642492421118 45.75203483802875, 4.880722530640053 45.7520216343212, 4.880910473513992 45.75199053581137, 4.881080889744812 45.751962246911354, 4.881085752564297 45.75196153647393, 4.881188806289045 45.75194444170568, 4.881436708802686 45.751903350387956, 4.881434732464906 45.7519021230296, 4.8813534088602575 45.751679089818786, 4.881435337839616 45.75166486429032, 4.881558014963971 45.75164258442938, 4.881680155125889 45.75161986330029)))",[],2025-07-25T08:55:31.849,
com_donnees_communales.comparcjardin_1_0_0.413,PAR-69266-195,,Square du Temps des Cerises,195,,Rue Prisca,69100,Villeurbanne,69266,Oui,2824.37697884,Commune,1992,Oui,,,Piéton,Piéton,Non,Fontaine-Aire de jeux,Oui,Non,Non,Non,0,413,"MULTIPOLYGON (((4.880658737454365 45.78072955516999, 4.8807349919503045 45.78075169588105, 4.881006115031559 45.78083451820749, 4.881100546493351 45.78086544856695, 4.881245182675041 45.78091273958807, 4.881544113291007 45.780515084194974, 4.881534784605074 45.78042319590476, 4.881135639578252 45.78035431464273, 4.880956311791612 45.78029658318745, 4.880954619260906 45.78029598113868, 4.880658737454365 45.78072955516999)), ((4.88155727038725 45.78052683528454, 4.881586009777767 45.78057492039775, 4.881586787896152 45.780574345914545, 4.881587603924226 45.780574894042594, 4.881620195473545 45.78052412091981, 4.88155727038725 45.78052683528454)), ((4.881647438025406 45.7804098004673, 4.881705976862366 45.78040937804595, 4.8816887030236265 45.780356093828054, 4.881647438025406 45.7804098004673)), ((4.881705976862366 45.78040937804595, 4.881706522379089 45.7804110574838, 4.881707262885724 45.780409369383854, 4.881705976862366 45.78040937804595)))","[""Oct-Mar 08:00-19:00"", ""Apr-Sep 08:00-22:00""]",2022-06-07T17:46:57.739,Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00
com_donnees_communales.comparcjardin_1_0_0.418,PAR-69266-207,,Square Association Rhin et Danube,207,212,Rue Francis de Pressensé,69100,Villeurbanne,69266,Oui,271.50513599,Commune,1966,Oui,,,Piéton,Piéton,Non,,Non,Non,Non,Oui,0,418,"MULTIPOLYGON (((4.8883266095370725 45.77054499505955, 4.8883653519333965 45.77071670849479, 4.888484144222408 45.77067369556029, 4.888547787405242 45.7706484824246, 4.888559342837166 45.77063083179773, 4.888536135121383 45.770520957492316, 4.8884519161738975 45.770531035125614, 4.8883266095370725 45.77054499505955)))","[""Oct-Mar 08:00-19:00"", ""Apr-Sep 08:00-22:00""]",2022-06-07T17:46:57.741,Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00
com_donnees_communales.comparcjardin_1_0_0.420,PAR-69266-212,,Square des Anciens Combattants d'Afrique du Nord,212,132,Rue Louis Becker,69100,Villeurbanne,69266,Oui,2510.8064956,Commune,,Oui,,,Piéton,Piéton,Non,Fontaine-Aire de jeux,Oui,Non,Non,Non,0,420,"MULTIPOLYGON (((4.876085547819209 45.765198246666, 4.8761338415406845 45.76523471161716, 4.876374799062195 45.7652375784236, 4.876459402908812 45.7652385799539, 4.876488285591979 45.76523892174622, 4.876806926529933 45.76524269171534, 4.877056175780905 45.76524562641479, 4.877057804905346 45.76508101182319, 4.876813086454833 45.76504755346639, 4.876398788207604 45.764991384471315, 4.876424973051189 45.7647225635256, 4.876315518834934 45.764718158359294, 4.876129453318198 45.764710751128746, 4.876123196702979 45.764780227746044, 4.876085547819209 45.765198246666)))","[""Oct-Mar 08:00-19:00"", ""Apr-Sep 08:00-22:00""]",2022-06-07T17:46:57.742,Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00
com_donnees_communales.comparcjardin_1_0_0.424,PAR-69266-369,,Square de la Concorde,369,63,Rue Henri Legay,69100,Villeurbanne,69266,Oui,610.36172814,Commune,1970,Oui,,,Piéton,Piéton,Non,Fontaine,Oui,Non,Non,Non,0,424,"MULTIPOLYGON (((4.916554436500516 45.75462055178995, 4.916563667193379 45.75468335243321, 4.9165756416465225 45.75476911373071, 4.9169376626867685 45.754816476399, 4.9169488294924735 45.75473366433362, 4.9169615711154755 45.75464056524464, 4.916904627742896 45.75463351442146, 4.9168710063977565 45.75462867170749, 4.916836154323595 45.7546228110728, 4.916773350654122 45.754610975301446, 4.916749419916659 45.75460527263559, 4.916715940020601 45.754597811969866, 4.916690767259564 45.754591136572145, 4.916664469388636 45.754584271315665, 4.9166366174753575 45.75457708121995, 4.916554436500516 45.75462055178995)))","[""Oct-Mar 08:00-19:00"", ""Apr-Sep 08:00-22:00""]",2022-06-07T17:46:57.743,Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00
com_donnees_communales.comparcjardin_1_0_0.429,PAR-69266-379,,Espace de l'Europe Jean Monnet,379,,Avenue Antoine Dutrievoz,69100,Villeurbanne,69266,Oui,17944.6501599,Commune,1980,Oui,,,Piéton/Vélo,Piéton/Vélo,Non,Fontaine-Terrain de sport-Aire de jeux,Oui,Non,Non,Oui,0,429,"MULTIPOLYGON (((4.8634000564677615 45.77427538832792, 4.863238298583888 45.774284337094265, 4.863204460005022 45.77398392237479, 4.862960803254913 45.773997386038815, 4.862763103516282 45.77400831036925, 4.862676255115447 45.77401310885018, 4.862252710754987 45.77403651028461, 4.862010149914259 45.77404991167078, 4.861541981852024 45.77446942279113, 4.8617788442807965 45.77445636766925, 4.861828382954488 45.77489584980209, 4.8618974147356155 45.7749371116026, 4.861927887018391 45.775206260755304, 4.861658669262182 45.77522110547199, 4.861823179733977 45.77535989818759, 4.861842738147394 45.77534859789122, 4.8620796218871964 45.77554776792951, 4.862060063451818 45.77555906826634, 4.862081501649646 45.77557707801122, 4.86209739349466 45.775590768379146, 4.862117731884247 45.77561050616222, 4.862136928372275 45.77563071263964, 4.862152956224844 45.77565232100133, 4.862158477844875 45.775652050645256, 4.8621508822588 45.775574862719914, 4.862149127121888 45.775556980926666, 4.8624612397509255 45.775540173036376, 4.862460743679721 45.77552533072849, 4.862481676166329 45.775524358130845, 4.862478195749724 45.77548949408814, 4.862651325966186 45.7754782002639, 4.8629895866022625 45.775200945419826, 4.863460794118326 45.77481476950114, 4.863417645822958 45.77443215488496, 4.8634000564677615 45.77427538832792)))","[""Oct-Mar 08:00-19:00"", ""Apr-Sep 08:00-22:00""]",2022-06-07T17:46:57.746,Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00
com_donnees_communales.comparcjardin_1_0_0.431,PAR-69266-381,,Parc Etienne Gagnaire,381,3,Rue Etienne Gagnaire,69100,Villeurbanne,69266,Oui,8728.19182296,Commune,2001,Oui,,,Piéton,Piéton,Non,Aire de jeux,Oui,Non,Non,Non,0,431,"MULTIPOLYGON (((4.865356873136479 45.77372716432044, 4.8654206756982665 45.773723598387036, 4.865529671887249 45.773717671503626, 4.86554908251382 45.773890248451345, 4.865531119284004 45.77389153295903, 4.8655431446605215 45.773997178976444, 4.8658157990944995 45.773981458584984, 4.86635783159751 45.7739520496287, 4.866360009823213 45.773971004474916, 4.8664406309752355 45.77396653211872, 4.8664394981625705 45.77395575037364, 4.866559409011663 45.77394928348423, 4.8665605418473925 45.77396006522811, 4.8666569529716295 45.773954703705584, 4.866655820117455 45.77394392196268, 4.866844672432011 45.7739337138128, 4.866845799295545 45.77394431564732, 4.866856247650938 45.77394403443979, 4.8668393999774215 45.77379168601653, 4.866836262544794 45.77377481697469, 4.867091142598953 45.77371231366303, 4.866969669506596 45.77359919313448, 4.8667533120499264 45.77365215398936, 4.866567186721461 45.77347880174334, 4.8664612399322955 45.773379916459334, 4.866474322908521 45.773362107246236, 4.866485420248048 45.773341538715435, 4.866495542072317 45.77332886232119, 4.866353605231134 45.77322808676994, 4.866278480725761 45.77317644765122, 4.866302631949964 45.77314104051244, 4.866315200173778 45.77312333786215, 4.866288579642498 45.773086279318335, 4.866270514322401 45.77306146483596, 4.866207626534144 45.77303855546137, 4.866162177689348 45.772975668877024, 4.866167638778037 45.77297359926024, 4.866131915050023 45.772924593602795, 4.866104917914239 45.772936466665975, 4.866075637111157 45.77294927719807, 4.866091707890497 45.77297214435767, 4.865933149037086 45.773061146968665, 4.865909921720946 45.77307421820731, 4.865807503632234 45.77308066764125, 4.86586111485579 45.7731261400098, 4.8657570105403165 45.77313216703118, 4.865645970868117 45.773138487664596, 4.865522916473237 45.773389092441796, 4.865356873136479 45.77372716432044)))","[""Oct-Mar 08:00-19:00"", ""Apr-Sep 08:00-22:00""]",2022-06-07T17:46:57.746,Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00
com_donnees_communales.comparcjardin_1_0_0.432,PAR-69266-382,,Parc de la Commune de Paris,382,83,Rue Pierre Voyant,69100,Villeurbanne,69266,Oui,25251.1796403,Commune,1966,Oui,,,Piéton/Vélo,Piéton/Vélo,Non,Mur d'escalade-Aire de jeux,Oui,Non,Non,Non,0,432,"MULTIPOLYGON (((4.900389984785486 45.76870682043017, 4.900917858767811 45.76889385101826, 4.90099177345754 45.76891925727185, 4.901111193557256 45.76896289397893, 4.901224217540219 45.76900375731581, 4.901338643274808 45.76904423710568, 4.901341537792163 45.76903860851108, 4.901456324729602 45.76907836212005, 4.901594539355923 45.76912627445069, 4.901661330093226 45.76915017926622, 4.901727208877911 45.76917373927006, 4.901724164372689 45.7691787403558, 4.902174494829757 45.769331779749365, 4.902376956614943 45.76744902738916, 4.9019428781722345 45.76741002207511, 4.901688179599414 45.76738547797861, 4.901433371135507 45.76736147517439, 4.9011727879462175 45.76733405814681, 4.900864533406136 45.767311577099335, 4.900855948480388 45.767335121476926, 4.9006206858862 45.76730728018768, 4.9006177275883935 45.767318580062586, 4.900597950747526 45.76737219258713, 4.900578618298803 45.76742273485925, 4.900574217689783 45.767434241531554, 4.900570307214965 45.76744024709224, 4.900549127506543 45.76747912243531, 4.900529686502989 45.76750442227886, 4.900751825086244 45.76764419107536, 4.90084821952463 45.76767824384397, 4.9007603698427005 45.76781181159972, 4.900729272157697 45.76785916899228, 4.9008123137768145 45.76788073272836, 4.90074886993802 45.76800618844285, 4.900298147713358 45.76787603720683, 4.900289820084127 45.76788891990349, 4.90022934353714 45.76797093318567, 4.900593398180025 45.768094728150245, 4.900464952064484 45.76835203395183, 4.900464845306109 45.76835644591468, 4.900461596718069 45.76837432089901, 4.900432472285892 45.76864787845468, 4.900389984785486 45.76870682043017)))","[""Oct-Mar 08:00-19:00"", ""Apr-Sep 08:00-22:00""]",2022-06-07T17:46:57.747,Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00
com_donnees_communales.comparcjardin_1_0_0.433,PAR-69266-384,,Square de la Doua,384,,Boulevard du 11 Novembre 1918,69100,Villeurbanne,69266,Oui,11362.2355212,Commune,1978,Oui,,,Piéton,Piéton,Non,Fontaine-Aire de jeux,Oui,Non,Non,Non,0,433,"MULTIPOLYGON (((4.8646849287332605 45.78028661503809, 4.864611588622805 45.77931351146774, 4.864436304409074 45.77932997351553, 4.864263040904948 45.779345322160175, 4.864094533953696 45.7793605926317, 4.862992750722586 45.77946206584455, 4.862969553290915 45.77947647696809, 4.862894705949152 45.77952658251927, 4.862899004827835 45.77955513296642, 4.862894575968735 45.77956501573887, 4.862913987248345 45.77974164303137, 4.8629178891956215 45.77978063487114, 4.862919888188561 45.77979695021463, 4.862932260208386 45.77984574689259, 4.86295243813785 45.77989140791028, 4.862962011730297 45.77990844168915, 4.8630022856185855 45.779962684000346, 4.863056013229545 45.780015356026794, 4.863121946549311 45.780059907993525, 4.863199161596434 45.780095634985535, 4.863285798356388 45.78012076738015, 4.863501075115228 45.78016926420761, 4.86360239597753 45.780156534858364, 4.863855866209108 45.78021280195676, 4.863902242712641 45.78011067344901, 4.8641451384543055 45.780166328261984, 4.86417315669729 45.780172748237774, 4.864413481287977 45.780227853283726, 4.8646849287332605 45.78028661503809)))","[""Oct-Mar 08:00-19:00"", ""Apr-Sep 08:00-22:00""]",2022-06-07T17:46:57.747,Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00
com_donnees_communales.comparcjardin_1_0_0.434,PAR-69266-385,,Parc Marx Dormoy,385,2,Rue de la Pouponnière,69100,Villeurbanne,69266,Oui,2624.77995914,Commune,1925,Oui,,,Piéton,Piéton,Non,Aire de jeux,Non,Non,Non,Non,0,434,"MULTIPOLYGON (((4.894319179718572 45.75480232413469, 4.894558352010984 45.754804617112754, 4.894559217316751 45.754789144577465, 4.8945496870125424 45.75477513312466, 4.894519059634384 45.754760718790784, 4.894462074711128 45.75475681840098, 4.894505335967282 45.754495371816546, 4.894480971218857 45.75445185580635, 4.894450857128753 45.75442832634096, 4.894444637832238 45.754404218935235, 4.8944549459339175 45.754382176387, 4.894448252384198 45.75435924692663, 4.894459420229857 45.754336020012836, 4.89446239711042 45.75433660046283, 4.894472805546283 45.75433642712534, 4.89447765183206 45.754335266373474, 4.894483731140549 45.75433255502518, 4.894485618887295 45.75433135353988, 4.894488990540932 45.75432841727293, 4.894492162996389 45.75432302452378, 4.894492881626484 45.75431806595598, 4.894492258463456 45.75431486230411, 4.89452565601563 45.75431394608914, 4.894559613917885 45.754295469822424, 4.894564182094541 45.75422185176803, 4.894320059236334 45.75420705877408, 4.894270486641594 45.7542372371455, 4.894224011807223 45.75426239841192, 4.894201089405946 45.75427233128573, 4.894191724736291 45.75427416218617, 4.894169690563433 45.75427568922515, 4.89413815833347 45.75427512161844, 4.894102774761779 45.754252777849125, 4.89408665582498 45.75423775821821, 4.894065275612177 45.7542328759907, 4.89401549603489 45.754236759535274, 4.89397953314724 45.75424390876146, 4.893969741679849 45.75424975281081, 4.893960949641326 45.75425106833799, 4.893951874324969 45.75479556943404, 4.894082791527866 45.754796449856556, 4.894082739437388 45.754798700814426, 4.89419627548883 45.754798880462005, 4.894286179716266 45.75479981352627, 4.894286124577275 45.754801974531496, 4.894319179718572 45.75480232413469)))","[""Oct-Mar 08:00-19:00"", ""Apr-Sep 08:00-22:00""]",2022-06-07T17:46:57.748,Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00
com_donnees_communales.comparcjardin_1_0_0.435,PAR-69266-386,,Square de la Plaine Robinson,386,192,Rue du 4 Août 1789,69100,Villeurbanne,69266,Oui,1202.99488941,Commune,,Oui,,,Piéton,Piéton,Non,Fontaine-Aire de jeux,Oui,Non,Non,Non,0,435,"MULTIPOLYGON (((4.8929625114686495 45.76459083228719, 4.893083162519286 45.764614385917646, 4.893405467527997 45.76467247533103, 4.893479469554859 45.76439468642686, 4.892965384768914 45.76432807955887, 4.892965188116786 45.76432887756155, 4.892912234686335 45.76453415650626, 4.892940671792243 45.76456621246524, 4.8929625114686495 45.76459083228719)))","[""Oct-Mar 08:00-19:00"", ""Apr-Sep 08:00-22:00""]",2022-06-07T17:46:57.748,Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00
